infectee,infectors
Ant191,['SEED']
Ant305,['Ant191']
Ant227,['Ant191']
Ant475,['Ant227']
Ant27,['Ant227']
Ant638,['Ant227']
Ant391,['Ant227']
Ant242,['Ant391']
Ant51,['Ant391']
Ant176,['Ant391']
Ant502,['Ant176']
Ant44,['Ant176']
Ant170,['Ant176']
Ant24,['Ant170']
Ant6,['Ant170']
Ant73,['Ant6']
Ant592,['Ant6']
Ant256,['Ant6']
Ant252,['Ant6']
Ant650,['Ant6']
Ant476,['Ant6']
Ant299,['Ant6']
Ant264,['Ant6']
Ant262,['Ant6']
Ant148,['Ant170']
Ant954,['Ant6']
Ant356,['Ant6']
Ant25,['Ant6']
Ant593,['Ant6']
Ant97,['Ant6']
Ant49,['Ant6']
Ant263,['Ant6']
Ant2,['Ant6']
Ant117,['Ant6']
Ant599,['Ant6']
