infectee,infectors
16,['SEED']
13,['34']
56,['16']
1,['16']
41,"['1', '16', '34']"
47,['50']
6,['10']
57,['6']
33,['10']
61,['33']
7,"['10', '57']"
14,"['6', '7', '10', '33']"
18,"['7', '10', '14']"
32,['18']
23,['18']
58,"['6', '7', '10', '14', '18']"
40,['58']
37,"['21', '40', '41']"
42,"['10', '14', '58']"
35,"['34', '50']"
55,"['7', '14', '42', '58']"
49,['58']
45,"['21', '35']"
2,"['37', '42', '18', '55']"
28,"['2', '18']"
20,"['2', '55']"
8,"['28', '55', '20', '41']"
26,"['18', '28']"
29,"['2', '21']"
9,"['21', '29']"
60,"['9', '16', '37']"
4,"['9', '60']"
27,"['2', '26', '28']"
31,"['8', '20', '29']"
15,"['1', '4', '34', '35', '41']"
53,"['15', '41']"
48,"['1', '21', '29', '31']"
43,"['1', '31', '48']"
17,"['15', '34', '21']"
3,"['43', '45']"
39,"['15', '17', '21', '34', '45', '53']"
11,"['1', '3', '48', '43']"
44,"['15', '34', '39', '47']"
51,"['15', '17', '21', '34', '43']"
38,"['9', '15', '17', '34', '35', '37', '44', '41']"
54,['44']
59,['39']
62,"['3', '38', '54']"
25,"['15', '16']"
30,"['11', '25', '44', '53']"
36,['30']
46,"['9', '16', '25', '30', '38', '51', '60']"
24,"['37', '46']"
22,"['34', '38', '46', '30']"
52,"['22', '24', '25', '30', '46', '51', '56']"
12,['52']
5,['52']
19,"['16', '46', '52', '21', '22', '25', '30']"
