infectee,infectors
Ant80,['SEED']
Ant501,['Ant80']
Ant148,['Ant501']
Ant173,['Ant148']
Ant398,['Ant173']
Ant580,['Ant148']
Ant111,['Ant148']
Ant68,['Ant580']
Ant353,['Ant111']
Ant113,['Ant111']
Ant28,['Ant111']
Ant527,['Ant353']
Ant196,['Ant353']
Ant620,['Ant353']
Ant221,['Ant111']
Ant169,['Ant353']
Ant301,['Ant620']
Ant137,['Ant620']
Ant245,['Ant620']
Ant202,['Ant620']
Ant117,['Ant620']
Ant265,['Ant620']
Ant229,['Ant620']
Ant139,['Ant620']
Ant621,['Ant620']
Ant209,['Ant620']
Ant334,['Ant620']
Ant62,['Ant621']
Ant6,['Ant621']
Ant99,['Ant621']
Ant29,['Ant621']
Ant70,['Ant620']
Ant66,['Ant621']
Ant318,['Ant621']
Ant261,['Ant621']
Ant174,['Ant353']
Ant96,['Ant621']
Ant540,['Ant621']
Ant176,['Ant621']
Ant24,['Ant621']
Ant85,['Ant620']
Ant604,['Ant621']
Ant20,['Ant621']
Ant59,['Ant621']
Ant347,['Ant621']
Ant12,['Ant621']
Ant320,['Ant621']
Ant40,['Ant621']
Ant82,['Ant621']
Ant191,['Ant621']
Ant52,['Ant540']
Ant198,['Ant621']
Ant299,['Ant620']
Ant552,['Ant620']
Ant32,['Ant621']
Ant91,['Ant621']
Ant42,['Ant621']
Ant575,['Ant621']
Ant243,['Ant621']
Ant492,['Ant621']
Ant147,['Ant621']
Ant391,['Ant621']
Ant158,['Ant621']
Ant102,['Ant621']
Ant57,['Ant620']
Ant638,['Ant621']
Ant2,['Ant621']
Ant135,['Ant621']
Ant25,['Ant621']
Ant114,['Ant621']
Ant632,['Ant621']
Ant308,['Ant621']
Ant149,['Ant621']
Ant242,['Ant621']
Ant614,['Ant621']
Ant156,['Ant621']
Ant105,['Ant621']
Ant244,['Ant621']
Ant250,['Ant621']
Ant268,['Ant621']
Ant142,['Ant621']
Ant27,['Ant620']
Ant256,['Ant621']
Ant232,['Ant621']
Ant1,['Ant111']
Ant159,['Ant621']
Ant170,['Ant621']
Ant55,['Ant621']
Ant433,['Ant621']
Ant217,['Ant621']
Ant600,['Ant621']
Ant71,['Ant621']
Ant332,['Ant621']
Ant44,['Ant621']
Ant475,['Ant621']
Ant929,['Ant621']
Ant100,['Ant621']
Ant26,['Ant621']
Ant97,['Ant621']
Ant4,['Ant353']
Ant186,['Ant621']
Ant74,['Ant621']
Ant549,['Ant621']
Ant212,['Ant621']
Ant81,['Ant621']
Ant342,['Ant621']
Ant387,['Ant621']
Ant219,['Ant117']
Ant144,['Ant621']
Ant73,['Ant620']
Ant305,['Ant621']
Ant610,['Ant621']
Ant838,['Ant621']
Ant255,['Ant621']
Ant263,['Ant621']
Ant218,['Ant621']
Ant178,['Ant540']
Ant257,['Ant621']
Ant13,['Ant621']
Ant260,['Ant27']
Ant663,['Ant621']
Ant43,['Ant621']
Ant5,['Ant621']
Ant126,['Ant27']
Ant294,['Ant621']
Ant112,['Ant621']
Ant437,['Ant621']
Ant65,['Ant621']
Ant50,['Ant621']
Ant593,['Ant353']
Ant394,['Ant621']
Ant635,['Ant621']
Ant390,['Ant621']
Ant607,['Ant621']
Ant38,['Ant621']
Ant238,['Ant621']
Ant646,['Ant621']
Ant556,['Ant621']
Ant376,['Ant621']
Ant278,['Ant621']
Ant220,['Ant353']
Ant673,['Ant621']
Ant207,['Ant620']
Ant665,['Ant621']
Ant195,['Ant621']
Ant356,['Ant621']
Ant30,['Ant621']
Ant226,['Ant621']
Ant153,['Ant621']
Ant592,['Ant621']
Ant395,['Ant621']
Ant650,['Ant621']
