infectee,infectors
D44,['SEED']
G13M,['D44']
B44,['G13M']
D7M,['B44']
B46,"['D7M', 'G13M', '55M']"
11M,['D44']
4M,['B46']
D46,"['G13M', '55M', '11M']"
D54,"['G13M', '55M', '11M']"
D47,"['G13M', '11M']"
D20M,"['B44', 'B46', 'D44', 'D46', 'D47', 'D54']"
C16,"['D20M', 'G13M', '11M']"
G12M,"['B44', 'C16', 'D46', 'D47']"
D3M,"['B44', 'B46', 'C16', 'D44', 'D46', 'D47', 'D54']"
D30,"['D3M', 'D20M', 'G13M', '11M']"
8007M,"['C16', 'D30', 'D44', 'D54']"
D48,"['D3M', 'D20M', 'G12M', 'G13M', '55M', '8007M', '11M']"
D38,"['D3M', 'D20M', 'G12M', 'G13M', '55M']"
D35,"['G12M', '8007M']"
3907M,"['B46', 'C16', 'D30']"
B55,"['D3M', 'D20M', 'G12M', '55M', '3907M', '8007M', '11M']"
