infectee,infectors
10M,['SEED']
135F,['10M']
74M,['135F']
83F,['74M']
3M,['83F']
56M,['83F']
87F,['56M']
145F,['56M']
27M,['87F']
90F,['27M']
103F,['56M']
66M,['103F']
41M,['87F']
139F,['74M']
39M,['87F']
117F,['27M']
22M,['90F']
46M,['103F']
133F,['22M']
111F,['27M']
79F,['41M']
26M,['135F']
146F,['41M']
65M,['79F']
37M,['90F']
36M,['103F']
75M,['79F']
16M,['87F']
31M,['79F']
34M,['79F']
143F,['75M']
35M,['117F']
6M,['103F']
43M,['87F']
97F,['31M']
68M,['79F']
77F,['3M']
15M,['111F']
93F,['36M']
129F,['65M']
105F,['16M']
73M,['139F']
140F,['6M']
18M,['111F']
47M,['111F']
144F,['34M']
7M,['139F']
141F,['15M']
4M,['83F']
88F,['46M']
62M,['117F']
149F,['34M']
67M,['88F']
76M,['149F']
124F,['62M']
113F,['67M']
95F,['62M']
63M,['95F']
51M,['95F']
17M,['113F']
59M,['117F']
54M,['124F']
123F,['63M']
1M,['95F']
12M,['88F']
55M,['123F']
2M,['123F']
127F,['2M']
115F,['51M']
