infectee,infectors
Ant556,['SEED']
Ant169,['Ant556']
Ant55,['Ant169']
Ant398,"['Ant556', 'Ant55', 'Ant305']"
Ant102,['Ant169']
Ant268,"['Ant556', 'Ant55', 'Ant305', 'Ant398', 'Ant169']"
Ant237,"['Ant556', 'Ant305', 'Ant268', 'Ant169']"
Ant96,"['Ant305', 'Ant268', 'Ant237', 'Ant102', 'Ant169']"
Ant650,"['Ant398', 'Ant268', 'Ant55', 'Ant96', 'Ant305', 'Ant556', 'Ant237', 'Ant102', 'Ant169']"
Ant215,"['Ant55', 'Ant305', 'Ant268', 'Ant398']"
Ant19,"['Ant650', 'Ant556', 'Ant55', 'Ant305', 'Ant268', 'Ant398', 'Ant96', 'Ant237', 'Ant102', 'Ant169']"
Ant35,"['Ant650', 'Ant556', 'Ant305', 'Ant268', 'Ant398', 'Ant19', 'Ant96', 'Ant169', 'Ant102']"
Ant604,"['Ant650', 'Ant556', 'Ant305', 'Ant268', 'Ant398', 'Ant19', 'Ant96', 'Ant169', 'Ant215', 'Ant35']"
Ant99,"['Ant650', 'Ant556', 'Ant55', 'Ant305', 'Ant268', 'Ant19', 'Ant96', 'Ant169', 'Ant604', 'Ant35', 'Ant237', 'Ant102']"
Ant174,"['Ant650', 'Ant556', 'Ant305', 'Ant268', 'Ant19', 'Ant96', 'Ant99', 'Ant237']"
Ant244,"['Ant650', 'Ant556', 'Ant604', 'Ant268', 'Ant174', 'Ant55', 'Ant19', 'Ant96', 'Ant99', 'Ant237', 'Ant102', 'Ant169']"
Ant673,"['Ant650', 'Ant556', 'Ant244', 'Ant305', 'Ant268', 'Ant35', 'Ant96', 'Ant99', 'Ant215', 'Ant102', 'Ant169']"
Ant210,"['Ant650', 'Ant556', 'Ant244', 'Ant55', 'Ant305', 'Ant673', 'Ant268', 'Ant19', 'Ant96', 'Ant169', 'Ant99', 'Ant604', 'Ant174', 'Ant35', 'Ant102']"
Ant256,"['Ant604', 'Ant268', 'Ant398', 'Ant55', 'Ant19', 'Ant305', 'Ant99', 'Ant215', 'Ant210']"
Ant65,"['Ant650', 'Ant556', 'Ant256', 'Ant244', 'Ant55', 'Ant305', 'Ant673', 'Ant268', 'Ant398', 'Ant19', 'Ant96', 'Ant99', 'Ant210', 'Ant604', 'Ant35', 'Ant237']"
Ant114,"['Ant398', 'Ant604', 'Ant268', 'Ant244', 'Ant55', 'Ant556', 'Ant35', 'Ant96', 'Ant673', 'Ant650', 'Ant215', 'Ant210', 'Ant256', 'Ant169']"
Ant632,"['Ant210', 'Ant35']"
Ant294,"['Ant256', 'Ant55', 'Ant268', 'Ant215']"
