infectee,infectors
Ant105,['SEED']
Ant13,['Ant105']
Ant74,['Ant13']
Ant646,['Ant74']
Ant174,['Ant646']
Ant332,['Ant646']
Ant156,['Ant332']
Ant209,['Ant332']
Ant673,['Ant209']
Ant26,['Ant209']
Ant142,['Ant26']
Ant218,['Ant26']
Ant320,['Ant218']
Ant68,['Ant320']
Ant148,['Ant320']
Ant102,['Ant320']
Ant663,['Ant26']
Ant255,['Ant663']
Ant334,['Ant255']
Ant929,['Ant320']
Ant549,['Ant663']
Ant245,['Ant549']
Ant126,['Ant549']
Ant614,['Ant549']
Ant620,['Ant663']
Ant650,['Ant620']
Ant229,['Ant620']
Ant100,['Ant620']
Ant52,['Ant229']
Ant347,['Ant620']
Ant195,['Ant620']
Ant57,['Ant620']
Ant99,['Ant229']
Ant139,['Ant620']
Ant50,['Ant229']
Ant196,['Ant229']
Ant437,['Ant620']
Ant71,['Ant229']
Ant592,['Ant620']
Ant261,['Ant196']
Ant29,['Ant195']
Ant198,['Ant620']
Ant43,['Ant229']
Ant169,['Ant620']
Ant580,['Ant229']
Ant353,['Ant218']
Ant268,['Ant620']
Ant111,['Ant620']
Ant20,['Ant229']
Ant243,['Ant229']
Ant387,['Ant620']
Ant113,['Ant620']
Ant27,['Ant353']
Ant91,['Ant353']
Ant665,['Ant620']
Ant607,['Ant620']
Ant294,['Ant620']
Ant97,['Ant665']
Ant207,['Ant620']
Ant5,['Ant665']
Ant263,['Ant620']
Ant6,['Ant620']
Ant81,['Ant620']
Ant376,['Ant620']
Ant342,['Ant620']
Ant318,['Ant620']
Ant638,['Ant665']
Ant59,['Ant665']
Ant114,['Ant620']
Ant305,['Ant665']
Ant256,['Ant620']
Ant40,['Ant665']
Ant492,['Ant665']
Ant159,['Ant665']
Ant391,['Ant620']
Ant226,['Ant665']
Ant242,['Ant665']
Ant32,['Ant620']
Ant250,['Ant620']
Ant135,['Ant229']
Ant62,['Ant665']
Ant308,['Ant620']
Ant55,['Ant620']
Ant25,['Ant620']
Ant170,['Ant620']
Ant30,['Ant665']
Ant66,['Ant665']
Ant191,['Ant665']
Ant632,['Ant665']
