infectee,infectors
Ant76,['SEED']
Ant400,['Ant76']
Ant298,['Ant400']
Ant137,['Ant400']
Ant42,['Ant137']
Ant73,['Ant76']
Ant156,['Ant137']
Ant27,['Ant137']
Ant207,['Ant137']
Ant153,['Ant137']
Ant169,['Ant137']
Ant98,['Ant153']
Ant308,['Ant137']
Ant60,['Ant137']
Ant7,['Ant137']
Ant202,['Ant137']
Ant159,['Ant137']
Ant127,['Ant137']
Ant26,['Ant137']
Ant540,['Ant137']
Ant242,['Ant137']
Ant560,['Ant137']
Ant115,['Ant153']
Ant63,['Ant137']
Ant218,['Ant137']
Ant23,['Ant137']
Ant518,['Ant137']
Ant219,['Ant137']
Ant599,['Ant137']
Ant390,['Ant137']
Ant394,['Ant137']
Ant243,['Ant137']
Ant324,['Ant560']
Ant0,['Ant243']
Ant109,['Ant243']
Ant492,['Ant243']
Ant501,['Ant243']
Ant215,['Ant243']
Ant552,['Ant243']
Ant178,['Ant137']
Ant30,['Ant599']
Ant139,['Ant243']
Ant482,['Ant243']
Ant100,['Ant243']
Ant260,['Ant243']
Ant158,['Ant243']
Ant52,['Ant482']
Ant97,['Ant243']
Ant380,['Ant243']
Ant507,['Ant243']
Ant55,['Ant243']
Ant191,['Ant243']
Ant294,['Ant324']
Ant176,['Ant243']
Ant29,['Ant243']
Ant19,['Ant243']
Ant148,['Ant324']
Ant538,['Ant243']
Ant190,['Ant243']
Ant593,['Ant243']
Ant356,['Ant243']
Ant564,['Ant243']
Ant268,['Ant243']
Ant614,['Ant482']
Ant387,['Ant482']
Ant173,['Ant243']
Ant117,['Ant243']
Ant4,['Ant243']
Ant255,['Ant324']
Ant289,['Ant507']
Ant64,['Ant243']
Ant44,['Ant243']
Ant209,['Ant243']
Ant238,['Ant324']
Ant257,['Ant243']
Ant621,['Ant324']
Ant38,['Ant243']
Ant32,['Ant324']
Ant347,['Ant243']
Ant43,['Ant324']
