infectee,infectors
Ant169,['SEED']
Ant219,['Ant169']
Ant55,['Ant219']
Ant30,['Ant55']
Ant191,['Ant219']
Ant621,['Ant30']
Ant186,['Ant191']
Ant158,['Ant621']
Ant127,['Ant191']
Ant153,['Ant191']
Ant289,['Ant191']
Ant387,['Ant191']
Ant0,['Ant191']
Ant257,['Ant191']
Ant149,['Ant621']
Ant538,['Ant191']
Ant50,['Ant191']
Ant298,['Ant191']
Ant308,['Ant257']
Ant113,['Ant621']
Ant356,['Ant621']
Ant437,['Ant356']
Ant13,['Ant113']
Ant475,['Ant356']
Ant530,['Ant621']
Ant173,['Ant191']
Ant560,['Ant356']
Ant218,['Ant191']
Ant190,['Ant113']
Ant178,['Ant191']
Ant142,['Ant621']
Ant540,['Ant356']
Ant458,['Ant540']
Ant400,['Ant540']
Ant614,['Ant540']
Ant148,['Ant621']
Ant63,['Ant540']
Ant115,['Ant356']
Ant32,['Ant621']
Ant4,['Ant540']
Ant255,['Ant621']
Ant620,['Ant475']
Ant217,['Ant621']
Ant100,['Ant621']
Ant395,['Ant620']
Ant26,['Ant620']
Ant501,['Ant620']
Ant238,['Ant621']
Ant98,['Ant621']
Ant593,['Ant620']
Ant492,['Ant621']
Ant518,['Ant621']
Ant599,['Ant620']
Ant139,['Ant620']
Ant207,['Ant620']
Ant564,['Ant620']
Ant380,['Ant620']
Ant294,['Ant621']
Ant268,['Ant620']
Ant117,['Ant620']
Ant209,['Ant620']
Ant43,['Ant621']
Ant19,['Ant620']
Ant60,['Ant620']
Ant27,['Ant621']
Ant324,['Ant621']
Ant73,['Ant621']
Ant202,['Ant620']
Ant64,['Ant620']
Ant38,['Ant621']
Ant23,['Ant621']
Ant42,['Ant620']
Ant7,['Ant620']
Ant29,['Ant620']
Ant232,['Ant620']
Ant507,['Ant621']
Ant260,['Ant620']
Ant97,['Ant620']
Ant311,['Ant621']
Ant390,['Ant620']
Ant482,['Ant620']
Ant342,['Ant620']
Ant156,['Ant620']
Ant462,['Ant621']
Ant52,['Ant620']
Ant332,['Ant621']
Ant176,['Ant621']
Ant552,['Ant620']
Ant137,['Ant540']
Ant44,['Ant621']
Ant6,['Ant621']
Ant109,['Ant620']
Ant242,['Ant620']
Ant159,['Ant620']
Ant394,['Ant620']
Ant243,['Ant620']
Ant215,['Ant620']
Ant76,['Ant621']
Ant347,['Ant621']
