infectee,infectors
B67,['SEED']
D3,"['B35', 'B67', 'E46', 'J34']"
D27,"['B35', 'B67', 'E46', 'J34']"
J8,"['B35', 'B67', 'E46', 'J34']"
E25,"['D27', 'D3', 'J8']"
H24,"['E25', 'J34']"
E33,"['D27', 'D3', 'H24']"
B59,"['D27', 'D3', 'J8']"
J7,"['B35', 'B59', 'B67', 'E25', 'E33', 'E46', 'J34']"
E39,"['D27', 'J7', 'D3', 'J8']"
E48,"['D27', 'J7', 'D3', 'J8']"
H40,"['B59', 'E39', 'E46', 'E48']"
B13,"['B35', 'E39', 'E48']"
J32,"['D27', 'J7', 'D3', 'J8', 'H24']"
D20,"['B35', 'B59', 'B67', 'E25', 'E33', 'E39', 'E46', 'E48', 'J32']"
E23,"['D27', 'J7', 'D3', 'J8', 'D20']"
B19,"['B59', 'E23', 'E25', 'E46', 'E48', 'J32', 'J34']"
E32,"['D27', 'J7', 'D3', 'J8', 'D20', 'H40', 'B19']"
