infectee,infectors
Ant97,['SEED']
Ant2,['Ant97']
Ant262,"['Ant2', 'Ant97']"
Ant475,"['Ant262', 'Ant2', 'Ant97']"
Ant638,"['Ant262', 'Ant2', 'Ant97', 'Ant475']"
Ant256,"['Ant262', 'Ant2', 'Ant638', 'Ant97', 'Ant475']"
Ant191,['Ant256']
Ant227,"['Ant2', 'Ant191', 'Ant638', 'Ant97', 'Ant475', 'Ant256']"
Ant51,"['Ant262', 'Ant227', 'Ant2', 'Ant638', 'Ant97', 'Ant475', 'Ant256']"
Ant148,"['Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant475']"
Ant356,"['Ant262', 'Ant227', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant148', 'Ant475', 'Ant256']"
Ant264,"['Ant262', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant148', 'Ant475', 'Ant356', 'Ant256']"
Ant476,"['Ant262', 'Ant264', 'Ant227', 'Ant2', 'Ant51', 'Ant191', 'Ant638', 'Ant97', 'Ant475', 'Ant356', 'Ant256']"
Ant242,"['Ant262', 'Ant264', 'Ant356', 'Ant2', 'Ant51', 'Ant638', 'Ant148', 'Ant476', 'Ant475', 'Ant256']"
Ant44,"['Ant262', 'Ant264', 'Ant227', 'Ant242', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant148', 'Ant476', 'Ant475', 'Ant356', 'Ant256']"
Ant25,"['Ant262', 'Ant264', 'Ant227', 'Ant242', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant148', 'Ant476', 'Ant475', 'Ant356', 'Ant256', 'Ant44']"
Ant252,"['Ant262', 'Ant264', 'Ant227', 'Ant242', 'Ant2', 'Ant51', 'Ant148', 'Ant476', 'Ant475', 'Ant356', 'Ant256', 'Ant25', 'Ant44']"
Ant117,"['Ant262', 'Ant264', 'Ant227', 'Ant242', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant476', 'Ant475', 'Ant356', 'Ant252', 'Ant256', 'Ant25', 'Ant44']"
Ant599,"['Ant262', 'Ant227', 'Ant117', 'Ant242', 'Ant2', 'Ant51', 'Ant638', 'Ant97', 'Ant148', 'Ant476', 'Ant475', 'Ant356', 'Ant252', 'Ant256', 'Ant25', 'Ant44']"
Ant176,"['Ant262', 'Ant264', 'Ant227', 'Ant117', 'Ant242', 'Ant2', 'Ant51', 'Ant638', 'Ant599', 'Ant97', 'Ant148', 'Ant476', 'Ant475', 'Ant356', 'Ant252', 'Ant256', 'Ant25', 'Ant44']"
Ant592,"['Ant262', 'Ant264', 'Ant176', 'Ant117', 'Ant242', 'Ant2', 'Ant51', 'Ant356', 'Ant638', 'Ant599', 'Ant97', 'Ant476', 'Ant475', 'Ant252', 'Ant25', 'Ant44']"
Ant27,"['Ant262', 'Ant264', 'Ant176', 'Ant227', 'Ant117', 'Ant242', 'Ant51', 'Ant592', 'Ant638', 'Ant599', 'Ant97', 'Ant476', 'Ant475', 'Ant356', 'Ant252', 'Ant256', 'Ant25', 'Ant44']"
Ant73,"['Ant262', 'Ant264', 'Ant176', 'Ant227', 'Ant117', 'Ant242', 'Ant2', 'Ant51', 'Ant592', 'Ant638', 'Ant599', 'Ant97', 'Ant476', 'Ant475', 'Ant356', 'Ant252', 'Ant256', 'Ant25', 'Ant27', 'Ant44']"
Ant299,"['Ant262', 'Ant264', 'Ant176', 'Ant227', 'Ant117', 'Ant242', 'Ant2', 'Ant73', 'Ant592', 'Ant638', 'Ant599', 'Ant356', 'Ant476', 'Ant475', 'Ant252', 'Ant256', 'Ant25', 'Ant27', 'Ant44']"
Ant170,"['Ant262', 'Ant264', 'Ant176', 'Ant227', 'Ant117', 'Ant242', 'Ant2', 'Ant51', 'Ant73', 'Ant592', 'Ant638', 'Ant599', 'Ant97', 'Ant299', 'Ant148', 'Ant475', 'Ant356', 'Ant252', 'Ant256', 'Ant25', 'Ant27', 'Ant44']"
