infectee,infectors
X42,['SEED']
X58,['X42']
X29,['X58']
X63,['X29']
X67,['X58']
X30,['X29']
X37,['X67']
X3,['X30']
X24,['X37']
X62,['X58']
X69,['X58']
X52,['X37']
X35,['X37']
X41,['X24']
X20,['X30']
X57,['X30']
X25,['X20']
X79,['X24']
X49,['X58']
X68,['X58']
X16,['X20']
X66,['X69']
X78,['X69']
X60,['X20']
X28,['X60']
X50,['X24']
X9,['X58']
X12,['X60']
X73,['X66']
X11,['X24']
X34,['X24']
X32,['X41']
X46,['X24']
X59,['X20']
X23,['X25']
X13,['X30']
X55,['X25']
X44,['X69']
X14,['X24']
X61,['X9']
X18,['X69']
X53,['X14']
X6,['X9']
X43,['X6']
X51,['X58']
X38,['X30']
X36,['X24']
X27,['X41']
X8,['X3']
X17,['X60']
X22,['X6']
X31,['X25']
X2,['X8']
X48,['X59']
X54,['X8']
X40,['X30']
X75,['X3']
X4,['X22']
X21,['X8']
X65,['X22']
X72,['X8']
X33,['X58']
X74,['X79']
X15,['X58']
X26,['X6']
X64,['X69']
X7,['X3']
X5,['X7']
X77,['X48']
X56,['X24']
X70,['X5']
X19,['X5']
X10,['X7']
X45,['X5']
X47,['X30']
X76,['X69']
X39,['X6']
X71,['X69']
X1,['X5']
