infectee,infectors
Ant238,['SEED']
Ant30,['Ant238']
Ant7,['Ant30']
Ant43,"['Ant7', 'Ant30', 'Ant238']"
Ant156,['Ant7']
Ant153,"['Ant7', 'Ant30', 'Ant43']"
Ant308,"['Ant153', 'Ant7', 'Ant30', 'Ant238', 'Ant43']"
Ant268,"['Ant153', 'Ant156', 'Ant7', 'Ant30']"
Ant400,"['Ant153', 'Ant156', 'Ant7', 'Ant30', 'Ant308', 'Ant43']"
Ant593,"['Ant153', 'Ant156', 'Ant268', 'Ant7', 'Ant400', 'Ant30', 'Ant308', 'Ant43']"
Ant190,"['Ant153', 'Ant156', 'Ant7', 'Ant593']"
Ant242,"['Ant153', 'Ant156', 'Ant268', 'Ant7', 'Ant190', 'Ant593', 'Ant308', 'Ant400']"
Ant218,"['Ant242', 'Ant153', 'Ant7', 'Ant190', 'Ant400', 'Ant593', 'Ant30', 'Ant43']"
Ant100,"['Ant153', 'Ant218', 'Ant156', 'Ant268', 'Ant7', 'Ant190', 'Ant400', 'Ant593', 'Ant30', 'Ant308', 'Ant43']"
Ant139,"['Ant242', 'Ant153', 'Ant218', 'Ant156', 'Ant268', 'Ant190', 'Ant593', 'Ant30', 'Ant308', 'Ant400', 'Ant100']"
Ant621,"['Ant153', 'Ant218', 'Ant139', 'Ant7', 'Ant400', 'Ant593', 'Ant30', 'Ant308', 'Ant238', 'Ant100', 'Ant43']"
Ant560,"['Ant621', 'Ant153', 'Ant218', 'Ant139', 'Ant7', 'Ant593', 'Ant400', 'Ant30', 'Ant308', 'Ant100', 'Ant43']"
Ant63,"['Ant242', 'Ant621', 'Ant153', 'Ant218', 'Ant156', 'Ant268', 'Ant139', 'Ant7', 'Ant190', 'Ant593', 'Ant30', 'Ant100']"
Ant538,"['Ant242', 'Ant621', 'Ant153', 'Ant218', 'Ant156', 'Ant268', 'Ant139', 'Ant190', 'Ant400', 'Ant593', 'Ant30', 'Ant308', 'Ant100', 'Ant63']"
Ant38,"['Ant242', 'Ant621', 'Ant153', 'Ant218', 'Ant268', 'Ant560', 'Ant7', 'Ant190', 'Ant400', 'Ant593', 'Ant30', 'Ant308', 'Ant538', 'Ant238', 'Ant100', 'Ant43']"
Ant159,"['Ant242', 'Ant153', 'Ant218', 'Ant156', 'Ant139', 'Ant7', 'Ant190', 'Ant593', 'Ant38', 'Ant30', 'Ant538', 'Ant63']"
Ant176,"['Ant242', 'Ant621', 'Ant153', 'Ant218', 'Ant268', 'Ant139', 'Ant560', 'Ant400', 'Ant593', 'Ant38', 'Ant30', 'Ant308', 'Ant238', 'Ant100', 'Ant43']"
