infectee,infectors
Ant263,['SEED']
Ant437,['Ant263']
Ant650,"['Ant437', 'Ant263']"
Ant100,"['Ant650', 'Ant263', 'Ant437']"
Ant26,"['Ant650', 'Ant437', 'Ant100']"
Ant332,"['Ant650', 'Ant26', 'Ant437', 'Ant263', 'Ant100']"
Ant99,"['Ant650', 'Ant26', 'Ant332', 'Ant263', 'Ant437']"
Ant13,"['Ant650', 'Ant26', 'Ant332', 'Ant263', 'Ant437', 'Ant99', 'Ant100']"
Ant614,"['Ant650', 'Ant26', 'Ant332', 'Ant263', 'Ant437', 'Ant13', 'Ant100']"
Ant97,"['Ant650', 'Ant26', 'Ant332', 'Ant263', 'Ant614', 'Ant13', 'Ant437', 'Ant99', 'Ant100']"
Ant592,"['Ant650', 'Ant26', 'Ant332', 'Ant263', 'Ant437', 'Ant614', 'Ant13', 'Ant97', 'Ant99', 'Ant100']"
Ant646,"['Ant650', 'Ant26', 'Ant332', 'Ant592', 'Ant99']"
Ant156,"['Ant646', 'Ant592']"
Ant62,"['Ant650', 'Ant26', 'Ant263', 'Ant592', 'Ant97', 'Ant99']"
Ant318,"['Ant650', 'Ant26', 'Ant332', 'Ant437', 'Ant592', 'Ant614', 'Ant13', 'Ant97', 'Ant100']"
Ant347,"['Ant26', 'Ant332', 'Ant646', 'Ant318', 'Ant592', 'Ant99']"
Ant620,"['Ant332', 'Ant347', 'Ant26', 'Ant318', 'Ant650', 'Ant156', 'Ant592', 'Ant646', 'Ant99']"
Ant492,"['Ant318', 'Ant332', 'Ant592', 'Ant614', 'Ant13', 'Ant97', 'Ant99', 'Ant650', 'Ant437', 'Ant100', 'Ant26']"
Ant353,"['Ant263', 'Ant332', 'Ant26', 'Ant592', 'Ant492', 'Ant99', 'Ant650', 'Ant100', 'Ant62']"
Ant55,"['Ant620', 'Ant332', 'Ant646', 'Ant347', 'Ant156', 'Ant99']"
Ant139,"['Ant620', 'Ant650', 'Ant26', 'Ant332', 'Ant646', 'Ant318', 'Ant100', 'Ant592', 'Ant99', 'Ant437', 'Ant347']"
