infectee,infectors
Ant607,['SEED']
Ant255,['Ant607']
Ant501,['Ant607']
Ant665,"['Ant255', 'Ant501', 'Ant607']"
Ant25,"['Ant607', 'Ant665']"
Ant394,['Ant501']
Ant218,"['Ant255', 'Ant665', 'Ant501', 'Ant607']"
Ant242,"['Ant255', 'Ant25', 'Ant665', 'Ant501', 'Ant218', 'Ant607']"
Ant437,"['Ant255', 'Ant242', 'Ant665', 'Ant394', 'Ant501', 'Ant218']"
Ant191,"['Ant665', 'Ant255', 'Ant25', 'Ant242', 'Ant218', 'Ant607']"
Ant70,"['Ant242', 'Ant665', 'Ant394', 'Ant437']"
Ant97,"['Ant25', 'Ant242', 'Ant665', 'Ant70', 'Ant218', 'Ant437']"
Ant638,"['Ant191', 'Ant255', 'Ant25', 'Ant242', 'Ant97', 'Ant218', 'Ant607']"
Ant209,"['Ant191', 'Ant255', 'Ant25', 'Ant242', 'Ant665', 'Ant97', 'Ant218', 'Ant607', 'Ant638']"
Ant55,"['Ant242', 'Ant394', 'Ant209', 'Ant437', 'Ant218', 'Ant501', 'Ant70', 'Ant97']"
Ant353,"['Ant242', 'Ant218', 'Ant665', 'Ant607', 'Ant209', 'Ant191', 'Ant638', 'Ant255', 'Ant25']"
Ant148,"['Ant353', 'Ant191', 'Ant242', 'Ant55', 'Ant665', 'Ant97', 'Ant218', 'Ant638']"
Ant20,"['Ant353', 'Ant191', 'Ant255', 'Ant665', 'Ant242', 'Ant55', 'Ant148', 'Ant70', 'Ant97', 'Ant218', 'Ant607', 'Ant209', 'Ant437']"
Ant226,"['Ant353', 'Ant242', 'Ant218', 'Ant665', 'Ant501', 'Ant191', 'Ant638', 'Ant255', 'Ant97', 'Ant25', 'Ant20']"
Ant159,"['Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant242', 'Ant55', 'Ant148', 'Ant665', 'Ant70', 'Ant97', 'Ant218', 'Ant607', 'Ant638', 'Ant437']"
Ant196,"['Ant226', 'Ant665', 'Ant191', 'Ant255', 'Ant242', 'Ant148', 'Ant159', 'Ant97', 'Ant218', 'Ant607', 'Ant209', 'Ant638', 'Ant437']"
Ant592,"['Ant191', 'Ant25', 'Ant20', 'Ant242', 'Ant55', 'Ant159', 'Ant394', 'Ant501', 'Ant70', 'Ant97', 'Ant218', 'Ant607', 'Ant638', 'Ant437']"
Ant50,"['Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant242', 'Ant665', 'Ant55', 'Ant159', 'Ant394', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant638', 'Ant437']"
Ant620,"['Ant353', 'Ant191', 'Ant20', 'Ant50', 'Ant55', 'Ant226', 'Ant665', 'Ant394', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant437']"
Ant646,"['Ant620', 'Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant665', 'Ant242', 'Ant50', 'Ant148', 'Ant501', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant607', 'Ant209', 'Ant638', 'Ant437']"
Ant28,"['Ant226', 'Ant196', 'Ant191', 'Ant20', 'Ant646', 'Ant242', 'Ant50', 'Ant55', 'Ant148', 'Ant501', 'Ant159', 'Ant394', 'Ant70', 'Ant97', 'Ant607', 'Ant437']"
Ant137,"['Ant620', 'Ant196', 'Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant28', 'Ant665', 'Ant646', 'Ant242', 'Ant50', 'Ant55', 'Ant148', 'Ant501', 'Ant159', 'Ant394', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant607', 'Ant209', 'Ant638', 'Ant437']"
Ant62,"['Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant28', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant148', 'Ant665', 'Ant159', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant607', 'Ant209', 'Ant638', 'Ant437']"
Ant580,"['Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant148', 'Ant665', 'Ant501', 'Ant159', 'Ant592', 'Ant97', 'Ant218', 'Ant62', 'Ant607', 'Ant638', 'Ant437']"
Ant265,"['Ant620', 'Ant580', 'Ant196', 'Ant255', 'Ant25', 'Ant20', 'Ant28', 'Ant137', 'Ant242', 'Ant50', 'Ant55', 'Ant148', 'Ant665', 'Ant501', 'Ant159', 'Ant394', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant607', 'Ant638', 'Ant437']"
Ant74,"['Ant580', 'Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant255', 'Ant20', 'Ant28', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant148', 'Ant665', 'Ant265', 'Ant97', 'Ant218', 'Ant62', 'Ant607', 'Ant209', 'Ant437']"
Ant556,"['Ant620', 'Ant580', 'Ant226', 'Ant196', 'Ant665', 'Ant25', 'Ant20', 'Ant28', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant55', 'Ant148', 'Ant501', 'Ant265', 'Ant159', 'Ant394', 'Ant74', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant607', 'Ant209', 'Ant437']"
Ant66,"['Ant620', 'Ant580', 'Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant255', 'Ant25', 'Ant20', 'Ant137', 'Ant242', 'Ant148', 'Ant665', 'Ant159', 'Ant501', 'Ant74', 'Ant97', 'Ant218', 'Ant62', 'Ant607', 'Ant638']"
Ant614,"['Ant620', 'Ant580', 'Ant226', 'Ant196', 'Ant191', 'Ant556', 'Ant255', 'Ant25', 'Ant20', 'Ant28', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant55', 'Ant148', 'Ant665', 'Ant265', 'Ant159', 'Ant74', 'Ant70', 'Ant592', 'Ant97', 'Ant218', 'Ant62', 'Ant66', 'Ant607', 'Ant638', 'Ant437']"
Ant320,"['Ant620', 'Ant580', 'Ant353', 'Ant226', 'Ant665', 'Ant556', 'Ant25', 'Ant20', 'Ant28', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant55', 'Ant148', 'Ant501', 'Ant265', 'Ant159', 'Ant394', 'Ant74', 'Ant70', 'Ant592', 'Ant614', 'Ant97', 'Ant218', 'Ant62', 'Ant66', 'Ant607', 'Ant209', 'Ant638', 'Ant437']"
Ant65,"['Ant580', 'Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant320', 'Ant255', 'Ant25', 'Ant20', 'Ant28', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant55', 'Ant665', 'Ant265', 'Ant74', 'Ant614', 'Ant97', 'Ant218', 'Ant62', 'Ant66', 'Ant209']"
Ant308,"['Ant620', 'Ant580', 'Ant353', 'Ant226', 'Ant196', 'Ant191', 'Ant320', 'Ant255', 'Ant25', 'Ant20', 'Ant137', 'Ant646', 'Ant242', 'Ant50', 'Ant665', 'Ant148', 'Ant501', 'Ant265', 'Ant159', 'Ant74', 'Ant592', 'Ant614', 'Ant97', 'Ant218', 'Ant62', 'Ant66', 'Ant607', 'Ant209', 'Ant638', 'Ant437']"
