infectee,infectors
Ant71,['SEED']
Ant391,['Ant71']
Ant564,['Ant391']
Ant120,['Ant391']
Ant334,['Ant391']
Ant51,['Ant334']
Ant170,['Ant334']
Ant191,['Ant120']
Ant97,['Ant334']
Ant638,['Ant334']
Ant540,['Ant334']
Ant17,['Ant334']
Ant954,['Ant334']
Ant24,['Ant954']
Ant740,['Ant954']
Ant593,['Ant740']
Ant44,['Ant740']
Ant73,['Ant740']
Ant59,['Ant740']
Ant502,['Ant740']
Ant242,['Ant740']
Ant2,['Ant242']
Ant607,['Ant740']
Ant252,['Ant242']
Ant646,['Ant242']
Ant250,['Ant242']
Ant27,['Ant242']
Ant475,['Ant242']
Ant6,['Ant242']
Ant305,['Ant242']
Ant25,['Ant242']
Ant256,['Ant242']
Ant117,['Ant242']
Ant599,['Ant242']
Ant299,['Ant242']
Ant647,['Ant242']
Ant237,['Ant607']
Ant153,['Ant607']
Ant332,['Ant607']
Ant311,['Ant242']
Ant476,['Ant607']
Ant227,['Ant242']
Ant1,['Ant740']
Ant298,['Ant607']
Ant534,['Ant242']
Ant262,['Ant607']
Ant148,['Ant607']
Ant356,['Ant242']
Ant176,['Ant242']
Ant592,['Ant607']
Ant263,['Ant242']
Ant650,['Ant607']
Ant115,['Ant242']
Ant49,['Ant242']
Ant264,['Ant242']
