infectee,infectors
id,['SEED']
ov,['id']
nv,"['id', 'ov']"
ct,"['id', 'nv', 'ov']"
xu,"['ct', 'id', 'nv', 'ov']"
xb,"['ct', 'id', 'nv', 'ov', 'xu']"
xd,"['ct', 'id', 'nv', 'ov', 'xb', 'xu']"
qo,"['ct', 'id', 'nv', 'ov', 'xb', 'xd', 'xu']"
wb,"['ct', 'id', 'nv', 'ov', 'qo', 'xb', 'xd', 'xu']"
ev,"['ct', 'id', 'nv', 'ov', 'qo', 'wb', 'xb', 'xd', 'xu']"
qn,"['ct', 'ev', 'id', 'nv', 'ov', 'qo', 'wb', 'xb', 'xd', 'xu']"
gw,"['ct', 'ev', 'id', 'nv', 'ov', 'qn', 'qo', 'wb', 'xb', 'xd', 'xu']"
bd,"['ct', 'ev', 'gw', 'id', 'nv', 'ov', 'qn', 'qo', 'wb', 'xb', 'xd', 'xu']"
nu,"['bd', 'ct', 'ev', 'gw', 'id', 'nv', 'ov', 'qn', 'qo', 'wb', 'xb', 'xd', 'xu']"
wr,"['bd', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'qn', 'qo', 'wb', 'xb', 'xd', 'xu']"
cb,"['bd', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'qn', 'qo', 'wb', 'wr', 'xb', 'xd', 'xu']"
rc,"['bd', 'cb', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'qn', 'qo', 'wb', 'wr', 'xb', 'xd', 'xu']"
va,"['bd', 'cb', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'qn', 'qo', 'rc', 'wb', 'wr', 'xb', 'xd', 'xu']"
pq,"['bd', 'cb', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu']"
zk,"['bd', 'cb', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu']"
ds,"['bd', 'cb', 'ct', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu', 'zk']"
ed,"['bd', 'cb', 'ct', 'ds', 'ev', 'gw', 'id', 'nu', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu', 'zk']"
ma,"['bd', 'cb', 'ct', 'ds', 'ed', 'ev', 'gw', 'id', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu', 'zk']"
lb,"['bd', 'cb', 'ct', 'ds', 'ed', 'ev', 'gw', 'id', 'ma', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu', 'zk']"
ws,"['bd', 'cb', 'ct', 'ds', 'ed', 'ev', 'gw', 'id', 'lb', 'ma', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'xb', 'xd', 'xu', 'zk']"
lh,"['bd', 'cb', 'ct', 'ds', 'ed', 'ev', 'gw', 'id', 'lb', 'ma', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'ws', 'xb', 'xd', 'xu', 'zk']"
ll,"['bd', 'cb', 'ct', 'ds', 'ed', 'ev', 'gw', 'id', 'lb', 'lh', 'ma', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'ws', 'xb', 'xd', 'xu', 'zk']"
jr,"['bd', 'cb', 'ct', 'ds', 'ed', 'ev', 'gw', 'id', 'lb', 'lh', 'll', 'ma', 'nu', 'nv', 'ov', 'pq', 'qn', 'qo', 'rc', 'va', 'wb', 'wr', 'ws', 'xb', 'xd', 'xu', 'zk']"
