infectee,infectors
Ant148,['SEED']
Ant19,['Ant191']
Ant169,"['Ant191', 'Ant19']"
Ant356,"['Ant191', 'Ant19', 'Ant148']"
Ant115,"['Ant356', 'Ant19', 'Ant169', 'Ant148']"
Ant98,"['Ant356', 'Ant115', 'Ant19', 'Ant148']"
Ant219,"['Ant191', 'Ant169']"
Ant117,"['Ant356', 'Ant219', 'Ant115', 'Ant191', 'Ant19', 'Ant169', 'Ant98']"
Ant294,"['Ant356', 'Ant115', 'Ant148']"
Ant76,"['Ant356', 'Ant115', 'Ant117', 'Ant294', 'Ant19', 'Ant169', 'Ant148', 'Ant98']"
Ant202,"['Ant356', 'Ant117', 'Ant115', 'Ant191', 'Ant76', 'Ant19', 'Ant98']"
Ant159,"['Ant356', 'Ant117', 'Ant202', 'Ant191', 'Ant76', 'Ant169']"
Ant268,"['Ant117', 'Ant202', 'Ant115', 'Ant191', 'Ant19', 'Ant169', 'Ant76', 'Ant219']"
Ant289,"['Ant356', 'Ant294', 'Ant117', 'Ant202', 'Ant115', 'Ant191', 'Ant76', 'Ant19', 'Ant169', 'Ant148', 'Ant98']"
Ant507,"['Ant356', 'Ant289', 'Ant268', 'Ant294', 'Ant202', 'Ant115', 'Ant76', 'Ant19', 'Ant148', 'Ant98']"
Ant599,"['Ant507', 'Ant356', 'Ant289', 'Ant159', 'Ant219', 'Ant202', 'Ant115', 'Ant117', 'Ant76', 'Ant294', 'Ant19', 'Ant169', 'Ant98']"
Ant64,"['Ant507', 'Ant356', 'Ant289', 'Ant159', 'Ant268', 'Ant202', 'Ant115', 'Ant117', 'Ant191', 'Ant76', 'Ant599', 'Ant169', 'Ant98']"
Ant100,"['Ant507', 'Ant356', 'Ant289', 'Ant159', 'Ant268', 'Ant202', 'Ant115', 'Ant117', 'Ant76', 'Ant294', 'Ant19', 'Ant599', 'Ant148', 'Ant98', 'Ant64']"
Ant621,"['Ant356', 'Ant289', 'Ant159', 'Ant268', 'Ant294', 'Ant202', 'Ant115', 'Ant117', 'Ant507', 'Ant76', 'Ant19', 'Ant599', 'Ant148', 'Ant98', 'Ant100', 'Ant64']"
Ant257,"['Ant621', 'Ant507', 'Ant356', 'Ant289', 'Ant268', 'Ant202', 'Ant115', 'Ant117', 'Ant76', 'Ant294', 'Ant19', 'Ant599', 'Ant148', 'Ant98', 'Ant100', 'Ant64']"
Ant207,"['Ant621', 'Ant289', 'Ant159', 'Ant219', 'Ant202', 'Ant115', 'Ant117', 'Ant191', 'Ant76', 'Ant19', 'Ant599', 'Ant169', 'Ant98', 'Ant257', 'Ant100', 'Ant64']"
Ant29,"['Ant289', 'Ant159', 'Ant268', 'Ant207', 'Ant202', 'Ant115', 'Ant117', 'Ant191', 'Ant19', 'Ant599', 'Ant169', 'Ant98', 'Ant257', 'Ant100', 'Ant64']"
Ant176,"['Ant621', 'Ant507', 'Ant356', 'Ant294', 'Ant202', 'Ant115', 'Ant76', 'Ant19', 'Ant599', 'Ant148', 'Ant100', 'Ant64']"
Ant324,"['Ant621', 'Ant356', 'Ant289', 'Ant268', 'Ant176', 'Ant294', 'Ant202', 'Ant115', 'Ant117', 'Ant507', 'Ant76', 'Ant19', 'Ant599', 'Ant169', 'Ant148', 'Ant98', 'Ant257', 'Ant100', 'Ant64']"
Ant190,"['Ant324', 'Ant621', 'Ant289', 'Ant159', 'Ant268', 'Ant207', 'Ant202', 'Ant117', 'Ant191', 'Ant76', 'Ant19', 'Ant169', 'Ant98', 'Ant257', 'Ant64', 'Ant29']"
Ant209,"['Ant324', 'Ant621', 'Ant507', 'Ant356', 'Ant289', 'Ant176', 'Ant202', 'Ant115', 'Ant117', 'Ant294', 'Ant76', 'Ant19', 'Ant599', 'Ant169', 'Ant148', 'Ant98', 'Ant257', 'Ant100', 'Ant64']"
Ant44,"['Ant324', 'Ant621', 'Ant507', 'Ant356', 'Ant289', 'Ant159', 'Ant268', 'Ant219', 'Ant176', 'Ant207', 'Ant202', 'Ant115', 'Ant117', 'Ant209', 'Ant191', 'Ant190', 'Ant76', 'Ant294', 'Ant599', 'Ant169', 'Ant148', 'Ant98', 'Ant257', 'Ant100', 'Ant64', 'Ant29']"
Ant238,"['Ant324', 'Ant621', 'Ant507', 'Ant356', 'Ant289', 'Ant176', 'Ant207', 'Ant202', 'Ant115', 'Ant117', 'Ant209', 'Ant76', 'Ant294', 'Ant19', 'Ant599', 'Ant148', 'Ant98', 'Ant257', 'Ant100', 'Ant44', 'Ant64']"
Ant482,"['Ant159', 'Ant207', 'Ant117', 'Ant202', 'Ant191', 'Ant19', 'Ant599', 'Ant356', 'Ant169', 'Ant98', 'Ant257', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant501,"['Ant482', 'Ant621', 'Ant159', 'Ant176', 'Ant209', 'Ant190', 'Ant191', 'Ant599', 'Ant76', 'Ant294', 'Ant98', 'Ant257', 'Ant100', 'Ant219', 'Ant44', 'Ant64', 'Ant29']"
Ant560,"['Ant324', 'Ant482', 'Ant621', 'Ant507', 'Ant356', 'Ant289', 'Ant207', 'Ant202', 'Ant115', 'Ant209', 'Ant190', 'Ant76', 'Ant19', 'Ant599', 'Ant148', 'Ant98', 'Ant238', 'Ant257', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant260,"['Ant501', 'Ant324', 'Ant482', 'Ant621', 'Ant507', 'Ant356', 'Ant289', 'Ant159', 'Ant176', 'Ant560', 'Ant207', 'Ant117', 'Ant202', 'Ant115', 'Ant209', 'Ant191', 'Ant190', 'Ant76', 'Ant19', 'Ant599', 'Ant169', 'Ant98', 'Ant238', 'Ant257', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant538,"['Ant501', 'Ant482', 'Ant507', 'Ant356', 'Ant260', 'Ant289', 'Ant159', 'Ant268', 'Ant219', 'Ant560', 'Ant207', 'Ant117', 'Ant209', 'Ant191', 'Ant190', 'Ant19', 'Ant599', 'Ant169', 'Ant98', 'Ant257', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant73,"['Ant324', 'Ant621', 'Ant507', 'Ant356', 'Ant260', 'Ant289', 'Ant176', 'Ant560', 'Ant202', 'Ant115', 'Ant117', 'Ant209', 'Ant76', 'Ant294', 'Ant19', 'Ant599', 'Ant169', 'Ant148', 'Ant98', 'Ant238', 'Ant257', 'Ant100', 'Ant44', 'Ant64']"
Ant55,"['Ant501', 'Ant324', 'Ant482', 'Ant621', 'Ant356', 'Ant260', 'Ant289', 'Ant159', 'Ant268', 'Ant176', 'Ant560', 'Ant207', 'Ant115', 'Ant117', 'Ant191', 'Ant190', 'Ant76', 'Ant73', 'Ant19', 'Ant599', 'Ant169', 'Ant148', 'Ant538', 'Ant98', 'Ant238', 'Ant257', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant347,"['Ant324', 'Ant621', 'Ant507', 'Ant356', 'Ant260', 'Ant289', 'Ant268', 'Ant176', 'Ant560', 'Ant207', 'Ant55', 'Ant202', 'Ant115', 'Ant117', 'Ant209', 'Ant190', 'Ant294', 'Ant76', 'Ant73', 'Ant19', 'Ant599', 'Ant169', 'Ant148', 'Ant538', 'Ant98', 'Ant238', 'Ant257', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant552,"['Ant501', 'Ant482', 'Ant621', 'Ant356', 'Ant260', 'Ant289', 'Ant159', 'Ant268', 'Ant219', 'Ant176', 'Ant207', 'Ant55', 'Ant202', 'Ant115', 'Ant117', 'Ant209', 'Ant191', 'Ant190', 'Ant19', 'Ant599', 'Ant169', 'Ant538', 'Ant98', 'Ant100', 'Ant44', 'Ant64', 'Ant29']"
Ant178,"['Ant501', 'Ant621', 'Ant159', 'Ant219', 'Ant207', 'Ant55', 'Ant117', 'Ant191', 'Ant76', 'Ant599', 'Ant169', 'Ant538', 'Ant552', 'Ant257', 'Ant44']"
