infectee,infectors
Ant476,['SEED']
Ant25,['Ant476']
Ant73,['Ant476']
Ant153,['Ant73']
Ant148,['Ant153']
Ant117,['Ant153']
Ant599,['Ant117']
Ant250,['Ant117']
Ant27,['Ant153']
Ant176,['Ant153']
Ant334,['Ant153']
Ant299,['Ant153']
Ant332,['Ant299']
Ant564,['Ant299']
Ant475,['Ant299']
Ant592,['Ant153']
Ant24,['Ant299']
Ant391,['Ant299']
Ant59,['Ant299']
Ant356,['Ant299']
Ant237,['Ant299']
Ant540,['Ant299']
Ant311,['Ant299']
Ant2,['Ant299']
Ant71,['Ant299']
Ant227,['Ant299']
Ant17,['Ant299']
Ant638,['Ant299']
Ant262,['Ant299']
Ant298,['Ant299']
Ant954,['Ant299']
Ant502,['Ant299']
Ant252,['Ant299']
Ant49,['Ant299']
Ant170,['Ant299']
Ant534,['Ant954']
Ant305,['Ant299']
Ant51,['Ant954']
Ant647,['Ant954']
Ant97,['Ant299']
Ant264,['Ant299']
Ant242,['Ant299']
Ant256,['Ant242']
Ant120,['Ant242']
Ant650,['Ant242']
Ant115,['Ant242']
Ant607,['Ant242']
Ant1,['Ant120']
Ant593,['Ant242']
Ant191,['Ant227']
Ant646,['Ant242']
Ant6,['Ant242']
Ant740,['Ant242']
Ant263,['Ant242']
Ant44,['Ant242']
