infectee,infectors
Ant954,['SEED']
Ant191,['Ant954']
Ant475,"['Ant954', 'Ant191']"
Ant650,"['Ant191', 'Ant475']"
Ant117,"['Ant954', 'Ant191', 'Ant650', 'Ant475']"
Ant264,"['Ant954', 'Ant117', 'Ant191', 'Ant650', 'Ant475']"
Ant2,"['Ant954', 'Ant264', 'Ant117', 'Ant191', 'Ant650', 'Ant475']"
Ant391,"['Ant954', 'Ant117', 'Ant2', 'Ant191', 'Ant650', 'Ant475']"
Ant97,"['Ant264', 'Ant391', 'Ant117', 'Ant2', 'Ant650', 'Ant475']"
Ant148,"['Ant264', 'Ant391', 'Ant117', 'Ant2', 'Ant97', 'Ant650']"
Ant638,"['Ant954', 'Ant264', 'Ant391', 'Ant2', 'Ant191', 'Ant97', 'Ant148', 'Ant650', 'Ant475']"
Ant227,"['Ant264', 'Ant391', 'Ant117', 'Ant2', 'Ant191', 'Ant638', 'Ant148', 'Ant650', 'Ant475']"
Ant305,"['Ant264', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant638', 'Ant97', 'Ant148', 'Ant650', 'Ant475']"
Ant25,"['Ant954', 'Ant264', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant638', 'Ant97', 'Ant305', 'Ant148', 'Ant650', 'Ant475']"
Ant593,"['Ant954', 'Ant264', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant638', 'Ant97', 'Ant148', 'Ant650', 'Ant475', 'Ant25']"
Ant356,"['Ant954', 'Ant264', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant593', 'Ant638', 'Ant305', 'Ant148', 'Ant475', 'Ant25']"
Ant27,"['Ant264', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant593', 'Ant97', 'Ant305', 'Ant475', 'Ant356', 'Ant25']"
Ant73,"['Ant954', 'Ant264', 'Ant391', 'Ant117', 'Ant2', 'Ant191', 'Ant593', 'Ant638', 'Ant97', 'Ant305', 'Ant650', 'Ant475', 'Ant356', 'Ant25', 'Ant27']"
Ant242,"['Ant954', 'Ant356', 'Ant264', 'Ant391', 'Ant227', 'Ant117', 'Ant73', 'Ant593', 'Ant97', 'Ant305', 'Ant650', 'Ant475', 'Ant25', 'Ant27']"
Ant599,"['Ant242', 'Ant954', 'Ant264', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant73', 'Ant593', 'Ant638', 'Ant356', 'Ant97', 'Ant305', 'Ant650', 'Ant475', 'Ant25', 'Ant27']"
Ant263,"['Ant242', 'Ant954', 'Ant356', 'Ant264', 'Ant391', 'Ant117', 'Ant2', 'Ant73', 'Ant593', 'Ant599', 'Ant97', 'Ant305', 'Ant475', 'Ant25', 'Ant27']"
Ant170,"['Ant242', 'Ant954', 'Ant263', 'Ant264', 'Ant356', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant73', 'Ant638', 'Ant599', 'Ant97', 'Ant305', 'Ant148', 'Ant650', 'Ant475', 'Ant25', 'Ant27']"
Ant176,"['Ant242', 'Ant954', 'Ant263', 'Ant264', 'Ant170', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant73', 'Ant593', 'Ant638', 'Ant599', 'Ant97', 'Ant305', 'Ant148', 'Ant650', 'Ant475', 'Ant25', 'Ant27']"
Ant262,"['Ant242', 'Ant954', 'Ant264', 'Ant170', 'Ant176', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant73', 'Ant593', 'Ant638', 'Ant97', 'Ant148', 'Ant650', 'Ant475', 'Ant25', 'Ant27']"
Ant252,"['Ant242', 'Ant954', 'Ant263', 'Ant264', 'Ant170', 'Ant176', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant73', 'Ant593', 'Ant599', 'Ant97', 'Ant475', 'Ant356', 'Ant25', 'Ant27']"
Ant44,"['Ant242', 'Ant954', 'Ant263', 'Ant262', 'Ant264', 'Ant170', 'Ant176', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant73', 'Ant593', 'Ant638', 'Ant599', 'Ant97', 'Ant305', 'Ant475', 'Ant356', 'Ant252', 'Ant25', 'Ant27']"
Ant592,"['Ant242', 'Ant954', 'Ant263', 'Ant262', 'Ant264', 'Ant170', 'Ant176', 'Ant391', 'Ant227', 'Ant117', 'Ant2', 'Ant191', 'Ant73', 'Ant593', 'Ant638', 'Ant599', 'Ant97', 'Ant305', 'Ant148', 'Ant650', 'Ant475', 'Ant356', 'Ant252', 'Ant25', 'Ant27', 'Ant44']"
