infectee,infectors
470M,['SEED']
505F,['470M']
478M,['505F']
490M,['505F']
463M,['505F']
535F,['478M']
519F,['463M']
503F,['463M']
527F,['463M']
466M,['527F']
482M,['503F']
468M,['505F']
534F,['478M']
486M,['519F']
477M,['519F']
518F,['477M']
487M,['503F']
502F,['468M']
504F,['463M']
517F,['463M']
529F,['463M']
481M,['503F']
516F,['466M']
474M,['505F']
515F,['477M']
476M,['517F']
536F,['474M']
524F,['477M']
509F,['474M']
479M,['519F']
472M,['524F']
537F,['479M']
464M,['504F']
461M,['505F']
521F,['474M']
475M,['504F']
530F,['472M']
533F,['463M']
520F,['463M']
525F,['475M']
469M,['505F']
484M,['504F']
522F,['469M']
513F,['464M']
511F,['474M']
465M,['517F']
467M,['503F']
507F,['481M']
508F,['461M']
483M,['503F']
471M,['513F']
492M,['505F']
491M,['530F']
473M,['537F']
489M,['534F']
500F,['468M']
485M,['502F']
480M,['513F']
532F,['472M']
512F,['465M']
531F,['480M']
