infectee,infectors
WHREMUR ,['SEED']
WHREORM ,"['ORMDBWH ', 'WHREMUR ']"
ORMLGBK ,"['ORMDBWH ', 'WHREORM ']"
ORMEGBK ,"['ORMDBWH ', 'ORMLGBK ', 'WHREORM ', 'ORMORWH ']"
EGVIWHM ,"['ORMDBWH ', 'ORMEGBK ']"
ORMFPBK ,"['WHREMUR ', 'WHREORM ']"
ORMREDB ,"['ORMDBWH ', 'ORMFPBK ', 'WHREORM ', 'ORMEGBK ', 'EGVIWHM ', 'ORMORWH ', 'WHREMUR ']"
EGMVIFP ,"['ORMREDB ', 'ORMORWH ', 'ORMEGBK ']"
ORMBKUR ,"['ORMREDB ', 'WHREORM ', 'ORMEGBK ', 'EGVIWHM ']"
WHMBKOR ,"['ORMDBWH ', 'ORMREDB ', 'EGMVIFP ', 'ORMBKUR ', 'ORMEGBK ', 'EGVIWHM ', 'ORMORWH ']"
ORMUR,"['WHMBKOR ', 'ORMREDB ', 'WHREMUR ', 'ORMFPBK ', 'WHREORM ', 'ORMBKUR ', 'ORMEGBK ', 'EGVIWHM ']"
ORMVIVI ,"['WHMBKOR ', 'ORMDBWH ', 'ORMREDB ', 'ORMBKUR ', 'ORMEGBK ', 'ORMUR', 'EGVIWHM ']"
ORMRELG ,"['WHMBKOR ', 'ORMDBWH ', 'ORMREDB ', 'EGVIWHM ', 'ORMVIVI ']"
ORMREUR ,"['WHMBKOR ', 'ORMDBWH ', 'ORMREDB ', 'ORMRELG ', 'EGVIWHM ', 'ORMVIVI ']"
ORMUR ,"['WHMBKOR ', 'ORMREDB ', 'EGMVIFP ', 'WHREMUR ', 'ORMFPBK ', 'WHREORM ', 'ORMBKUR ', 'ORMEGBK ', 'EGVIWHM ', 'ORMORWH ', 'ORMVIVI ']"
YEMREOR ,"['WHMBKOR ', 'ORMDBWH ', 'ORMLGBK ', 'ORMREDB ', 'ORMRELG ', 'WHREORM ', 'ORMEGBK ', 'EGVIWHM ', 'ORMVIVI ', 'ORMREUR ']"
