infectee,infectors
R437,['SEED']
R444,['R437']
R462_R577,['R444']
R176_L222,['R444']
R392_L428,['R176_L222']
R449,['R444']
R431,['R444']
R484,['R176_L222']
R297,['R462_R577']
R472,['R176_L222']
R465,['R484']
R309,['R176_L222']
R440,['R465']
R464,['R444']
R475,['R176_L222']
R429,['R440']
R291,['R176_L222']
R213_L226,['R297']
R453,['R440']
R438,['R453']
R469,['R453']
R478,['R469']
R256,['R176_L222']
R432,['R444']
R496,['R469']
R064_L068,['R475']
R306,['R478']
R454,['R438']
R316,['R306']
R499,['R478']
R307,['R306']
R519,['R438']
R457,['R499']
R075_L114_L277,['R440']
R483,['R316']
R150_L230,['R478']
R455,['R444']
R459_R553,['R499']
R456,['R478']
R466,['R444']
R441,['R429']
R477,['R444']
R247_R539_L433,['R456']
R463,['R444']
R080_L289,['R478']
R450,['R496']
R446,['R080_L289']
R296,['R080_L289']
R474,['R499']
R252_L158,['R478']
R447,['R478']
R091_R582,['R469']
R368,['R499']
R321_R576,['R444']
R473,['R080_L289']
R331,['R478']
R435,['R080_L289']
R489,['R446']
R393,['R447']
R520_L575,['R477']
