infectee,infectors
3,['SEED']
8,['3']
0,"['3', '8']"
16,"['3', '8']"
1,"['0', '3', '8']"
10,"['0', '1', '3', '8', '16']"
11,"['0', '1', '3', '10', '16']"
9,"['0', '1', '3', '8', '10', '11', '16']"
7,"['0', '3', '8', '9', '16']"
4,"['0', '1', '3', '7', '8', '9', '10', '11']"
17,"['7', '8', '16']"
6,"['0', '1', '3', '4', '7', '8', '9', '10', '11', '17']"
18,"['3', '6', '7', '11', '16']"
2,"['0', '1', '3', '4', '6', '7', '9', '10', '11']"
13,"['0', '1', '2', '3', '4', '6', '7', '8', '9', '10']"
12,"['2', '3', '6', '7', '8', '9', '10', '11', '13', '16', '18']"
15,"['2', '3', '6', '7', '8', '9', '10', '11', '12', '13', '16', '17', '18']"
14,"['0', '1', '2', '3', '4', '6', '7', '8', '9', '10', '11', '13', '15', '16', '18']"
5,"['0', '1', '2', '3', '4', '6', '7', '8', '9', '10', '12', '13', '14', '15', '16']"
