infectee,infectors
168M,['SEED']
153M,['208F']
202F,['155M']
162M,['202F']
194F,"['153M', '155M', '162M']"
160M,['194F']
195F,['162M']
148M,['195F']
197F,['148M']
150M,['195F']
173M,"['195F', '202F']"
152M,"['194F', '202F']"
201F,"['168M', '173M']"
146M,"['195F', '201F']"
145M,"['194F', '201F']"
191F,"['146M', '152M']"
164M,['191F']
151M,"['194F', '191F']"
179M,['202F']
203F,"['146M', '148M', '162M', '179M']"
207F,"['153M', '173M']"
141M,"['203F', '207F']"
143M,['207F']
156M,"['203F', '207F']"
196F,"['145M', '151M', '152M']"
144M,"['203F', '195F', '196F']"
158M,['201F']
172M,"['196F', '202F']"
198F,"['143M', '152M', '158M', '172M']"
200F,"['150M', '156M']"
180M,['200F']
165M,['198F']
206F,"['164M', '165M']"
142M,"['195F', '206F']"
192F,"['142M', '162M', '173M']"
170M,"['203F', '192F', '195F']"
161M,"['206F', '200F']"
204F,"['141M', '142M', '144M', '161M']"
199F,"['144M', '170M', '179M']"
169M,"['196F', '199F']"
166M,['199F']
205F,"['144M', '169M']"
167M,"['192F', '195F', '199F']"
157M,"['204F', '198F', '205F']"
