infectee,infectors
V6,['SEED']
V7,['V6']
V4,"['V6', 'V7']"
V13,"['V4', 'V6', 'V7']"
V10,"['V4', 'V6', 'V7', 'V13']"
V2,"['V4', 'V6', 'V7', 'V10', 'V13']"
V3,"['V2', 'V4', 'V6', 'V7', 'V10', 'V13']"
V12,"['V2', 'V3', 'V4', 'V6', 'V7', 'V10', 'V13']"
V11,"['V2', 'V3', 'V4', 'V6', 'V7', 'V10', 'V12', 'V13']"
V9,"['V2', 'V3', 'V4', 'V6', 'V7', 'V10', 'V11', 'V12', 'V13']"
V1,"['V2', 'V3', 'V4', 'V6', 'V7', 'V9', 'V10', 'V11', 'V12', 'V13']"
V5,"['V1', 'V2', 'V3', 'V4', 'V6', 'V7', 'V9', 'V10', 'V11', 'V12', 'V13']"
V14,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V9', 'V10', 'V11', 'V12', 'V13']"
V8,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14']"
