infectee,infectors
Ant298,['SEED']
Ant202,['Ant298']
Ant63,['Ant202']
Ant109,['Ant202']
Ant190,['Ant202']
Ant324,['Ant202']
Ant394,['Ant324']
Ant552,['Ant394']
Ant0,['Ant394']
Ant593,['Ant394']
Ant23,['Ant394']
Ant153,['Ant202']
Ant243,['Ant394']
Ant207,['Ant394']
Ant257,['Ant324']
Ant614,['Ant394']
Ant215,['Ant394']
Ant400,['Ant394']
Ant242,['Ant394']
Ant268,['Ant394']
Ant540,['Ant394']
Ant115,['Ant324']
Ant29,['Ant394']
Ant100,['Ant324']
Ant156,['Ant394']
Ant137,['Ant243']
Ant52,['Ant394']
Ant289,['Ant324']
Ant30,['Ant324']
Ant380,['Ant394']
Ant55,['Ant394']
Ant178,['Ant394']
Ant599,['Ant394']
Ant4,['Ant394']
Ant64,['Ant394']
Ant127,['Ant137']
Ant27,['Ant137']
Ant191,['Ant394']
Ant294,['Ant324']
Ant255,['Ant394']
Ant26,['Ant394']
Ant507,['Ant324']
Ant19,['Ant394']
Ant347,['Ant324']
Ant148,['Ant507']
Ant60,['Ant394']
Ant159,['Ant156']
Ant97,['Ant394']
Ant76,['Ant394']
Ant43,['Ant324']
Ant158,['Ant394']
Ant139,['Ant394']
Ant518,['Ant394']
Ant501,['Ant394']
Ant42,['Ant394']
Ant44,['Ant394']
Ant238,['Ant43']
Ant492,['Ant394']
Ant176,['Ant394']
Ant73,['Ant324']
Ant32,['Ant324']
Ant98,['Ant394']
Ant387,['Ant394']
Ant538,['Ant394']
Ant38,['Ant394']
Ant356,['Ant501']
Ant390,['Ant394']
Ant218,['Ant324']
Ant621,['Ant324']
Ant169,['Ant394']
Ant482,['Ant394']
Ant209,['Ant394']
Ant260,['Ant394']
Ant117,['Ant501']
Ant219,['Ant394']
Ant560,['Ant394']
Ant564,['Ant394']
Ant308,['Ant394']
Ant173,['Ant394']
Ant7,['Ant394']
