infectee,infectors
Ant356,['SEED']
Ant647,['Ant356']
Ant332,['Ant647']
Ant305,['Ant647']
Ant475,['Ant647']
Ant6,['Ant332']
Ant49,['Ant6']
Ant97,['Ant647']
Ant502,['Ant647']
Ant262,['Ant647']
Ant534,['Ant647']
Ant237,['Ant647']
Ant115,['Ant647']
Ant264,['Ant647']
Ant25,['Ant647']
Ant954,['Ant647']
Ant298,['Ant954']
Ant740,['Ant647']
Ant176,['Ant740']
Ant120,['Ant740']
Ant73,['Ant740']
Ant599,['Ant740']
Ant227,['Ant954']
Ant242,['Ant740']
Ant564,['Ant242']
Ant650,['Ant740']
Ant148,['Ant647']
Ant334,['Ant242']
Ant638,['Ant242']
Ant592,['Ant242']
Ant593,['Ant242']
Ant256,['Ant740']
Ant51,['Ant242']
Ant117,['Ant242']
Ant59,['Ant242']
Ant71,['Ant242']
Ant44,['Ant242']
Ant252,['Ant242']
Ant646,['Ant242']
Ant153,['Ant242']
Ant191,['Ant740']
Ant607,['Ant740']
Ant311,['Ant242']
Ant391,['Ant242']
Ant299,['Ant242']
Ant24,['Ant242']
Ant2,['Ant242']
Ant263,['Ant242']
Ant17,['Ant242']
Ant540,['Ant242']
Ant1,['Ant242']
Ant250,['Ant242']
Ant27,['Ant242']
Ant476,['Ant242']
Ant170,['Ant242']
