infectee,infectors
Ant102,['SEED']
Ant23,['Ant329']
Ant9,"['Ant329', 'Ant23', 'Ant102']"
Ant0,"['Ant9', 'Ant102']"
Ant52,"['Ant329', 'Ant23', 'Ant9', 'Ant0', 'Ant102']"
Ant57,"['Ant9', 'Ant0', 'Ant102']"
Ant599,"['Ant329', 'Ant23', 'Ant52', 'Ant9', 'Ant102']"
Ant74,"['Ant329', 'Ant23', 'Ant52', 'Ant9', 'Ant599']"
Ant198,"['Ant0', 'Ant57', 'Ant9', 'Ant102']"
Ant194,"['Ant329', 'Ant52', 'Ant57', 'Ant0', 'Ant74', 'Ant102']"
Ant175,"['Ant194', 'Ant198', 'Ant329', 'Ant23', 'Ant52', 'Ant9', 'Ant0', 'Ant74', 'Ant599', 'Ant102']"
Ant115,"['Ant194', 'Ant329', 'Ant23', 'Ant52', 'Ant9', 'Ant74', 'Ant175', 'Ant599']"
Ant298,"['Ant329', 'Ant23', 'Ant52', 'Ant115', 'Ant9', 'Ant0', 'Ant175', 'Ant102']"
Ant20,"['Ant194', 'Ant198', 'Ant329', 'Ant23', 'Ant52', 'Ant9', 'Ant115', 'Ant74', 'Ant298', 'Ant175', 'Ant599']"
Ant158,"['Ant194', 'Ant329', 'Ant20', 'Ant23', 'Ant52', 'Ant115', 'Ant9', 'Ant74', 'Ant175', 'Ant599']"
Ant81,"['Ant194', 'Ant198', 'Ant20', 'Ant52', 'Ant57', 'Ant115', 'Ant9', 'Ant0', 'Ant298', 'Ant102']"
Ant149,"['Ant194', 'Ant198', 'Ant57', 'Ant0', 'Ant81', 'Ant158', 'Ant115', 'Ant74', 'Ant9']"
Ant556,"['Ant194', 'Ant329', 'Ant20', 'Ant23', 'Ant52', 'Ant9', 'Ant115', 'Ant158', 'Ant74', 'Ant298', 'Ant175', 'Ant599']"
Ant395,"['Ant194', 'Ant198', 'Ant20', 'Ant23', 'Ant52', 'Ant57', 'Ant149', 'Ant115', 'Ant158', 'Ant9', 'Ant0', 'Ant74', 'Ant298', 'Ant81', 'Ant599', 'Ant102']"
Ant105,"['Ant194', 'Ant198', 'Ant329', 'Ant556', 'Ant20', 'Ant23', 'Ant52', 'Ant149', 'Ant115', 'Ant158', 'Ant9', 'Ant74', 'Ant298', 'Ant81', 'Ant175', 'Ant599']"
