infectee,infectors
Ant169,['SEED']
Ant560,['Ant169']
Ant91,['Ant169']
Ant2,['Ant91']
Ant268,['Ant2']
Ant299,['Ant268']
Ant501,['Ant560']
Ant159,['Ant560']
Ant301,['Ant560']
Ant74,['Ant268']
Ant380,['Ant301']
Ant260,['Ant560']
Ant530,['Ant301']
Ant264,['Ant260']
Ant212,['Ant560']
Ant326,['Ant260']
Ant356,['Ant268']
Ant147,['Ant326']
Ant740,['Ant326']
Ant593,['Ant356']
Ant42,['Ant326']
Ant30,['Ant326']
Ant437,['Ant326']
Ant458,['Ant356']
Ant57,['Ant356']
Ant156,['Ant356']
Ant673,['Ant356']
Ant196,['Ant326']
Ant109,['Ant356']
Ant391,['Ant196']
Ant120,['Ant356']
Ant592,['Ant356']
Ant313,['Ant196']
Ant175,['Ant196']
Ant70,['Ant196']
Ant607,['Ant196']
Ant102,['Ant356']
Ant12,['Ant356']
Ant144,['Ant196']
Ant137,['Ant196']
Ant127,['Ant356']
Ant324,['Ant196']
Ant665,['Ant356']
Ant62,['Ant356']
Ant98,['Ant356']
Ant638,['Ant356']
Ant190,['Ant356']
Ant7,['Ant196']
Ant158,['Ant356']
Ant308,['Ant356']
Ant1,['Ant196']
Ant620,['Ant356']
Ant462,['Ant196']
Ant250,['Ant620']
Ant23,['Ant196']
Ant227,['Ant620']
Ant170,['Ant620']
Ant49,['Ant227']
Ant647,['Ant227']
Ant576,['Ant356']
Ant229,['Ant620']
Ant6,['Ant356']
Ant245,['Ant620']
Ant14,['Ant620']
Ant202,['Ant229']
Ant646,['Ant227']
Ant176,['Ant620']
Ant507,['Ant620']
Ant43,['Ant196']
Ant161,['Ant620']
Ant838,['Ant620']
Ant334,['Ant620']
Ant131,['Ant620']
Ant60,['Ant196']
Ant621,['Ant229']
Ant26,['Ant620']
Ant38,['Ant621']
Ant261,['Ant620']
Ant52,['Ant621']
Ant492,['Ant621']
Ant635,['Ant620']
Ant262,['Ant621']
Ant604,['Ant621']
Ant207,['Ant621']
Ant195,['Ant621']
Ant124,['Ant621']
Ant929,['Ant620']
Ant0,['Ant621']
Ant263,['Ant620']
Ant206,['Ant621']
Ant296,['Ant621']
Ant311,['Ant621']
Ant242,['Ant621']
Ant289,['Ant621']
Ant174,['Ant621']
Ant252,['Ant621']
Ant140,['Ant620']
Ant72,['Ant620']
Ant215,['Ant620']
Ant80,['Ant620']
Ant96,['Ant620']
Ant332,['Ant621']
Ant534,['Ant621']
Ant63,['Ant620']
Ant387,['Ant621']
Ant232,['Ant621']
Ant650,['Ant621']
Ant954,['Ant621']
Ant149,['Ant621']
Ant29,['Ant621']
Ant397,['Ant621']
Ant24,['Ant621']
Ant135,['Ant621']
Ant27,['Ant621']
Ant376,['Ant621']
Ant610,['Ant196']
Ant209,['Ant621']
Ant51,['Ant620']
Ant48,['Ant621']
Ant97,['Ant621']
Ant118,['Ant621']
Ant113,['Ant621']
Ant66,['Ant621']
Ant126,['Ant621']
Ant19,['Ant621']
Ant614,['Ant621']
Ant172,['Ant621']
Ant331,['Ant621']
Ant433,['Ant621']
Ant54,['Ant620']
Ant55,['Ant118']
Ant68,['Ant621']
Ant257,['Ant621']
Ant353,['Ant621']
Ant210,['Ant621']
Ant13,['Ant621']
Ant9,['Ant621']
Ant20,['Ant621']
Ant482,['Ant621']
Ant395,['Ant621']
Ant64,['Ant620']
Ant549,['Ant621']
Ant509,['Ant620']
