infectee,infectors
079606012,['SEED']
079578589,['079606012']
079776517,"['079606012', '079578589']"
079565531,['079776517']
079578356,['079776517']
079622894,['079608806']
096516892,"['079622894', '079608806']"
079791615,['096554111']
079602301,['079602812']
073095014,['079602812']
096518589,"['079602301', '079602812']"
079784548,['096518589']
079797292,"['096518589', '079784548']"
072824538,"['079587786', '079585038']"
072812829,"['079776517', '079578356', '096554111']"
079768583,"['096554111', '072812829']"
079600303,"['079784548', '072824538']"
079622330,['079797292']
079619317,"['079622330', '079797292']"
072626337,"['079619317', '072824538']"
079631786,"['072824538', '079600303']"
079588039,['079768583']
079585365,"['079768583', '096554111', '072812829']"
079782624,['079600303']
096380592,['079782624']
079772062,['072626337']
079785859,"['079591367', '072824538']"
073043573,"['079619317', '072626337']"
096526805,['079612350']
079639538,"['079785859', '072824538']"
079801805,"['079587786', '096526805', '079612350']"
079581319,['079612350']
079795341,"['079785859', '079772062', '079639538', '079591367', '072824538', '072626337']"
079575895,"['079795341', '079639538', '079785859', '079591367', '072824538']"
073080095,"['079619317', '079585038']"
096356289,"['079587786', '073043573', '072824538']"
079607627,['079619317']
079795580,"['079602812', '079585038', '072824538']"
072823560,"['073080095', '079619317', '079607627']"
079635347,"['079795580', '079585038', '072824538']"
079636803,"['096356289', '096526805', '079801805', '079612350', '073043573']"
079560280,"['079795580', '079585038', '079635347', '072824538']"
079626113,"['079587786', '079636803', '096356289', '079619317', '079801805', '079612350', '073043573', '072626337']"
096516312,"['079587786', '079636803', '096356289', '079626113', '079801805', '073043573']"
079571357,"['096516312', '072812829']"
079627087,"['079626113', '079612350']"
073033266,"['079560280', '079795580', '079585038', '079635347', '072824538']"
079566084,"['079571357', '096516312']"
079571367,"['079566084', '096516312', '079571357']"
079586599,"['079626113', '079612350', '079627087']"
079774883,"['073033266', '079795580', '079585038', '079560280', '079635347', '072824538']"
096543260,['079560280']
079564085,"['079560280', '096543260']"
079792829,"['079626113', '079612350', '079586599', '079627087']"
079559380,"['096356289', '079626113', '079792829']"
079771540,"['073080095', '079774883', '079619317', '072823560', '079607627']"
073088516,['096516312']
079771350,"['079771540', '079774883']"
079616608,"['079771540', '079771350', '079774883']"
096539038,['079564085']
095582381,['095593348']
079582824,['095582381']
072796785,"['095593348', '095582381']"
079776085,['072796785']
079626258,"['079776085', '072796785']"
079561779,['079626258']
095583111,"['072812829', '072796785']"
079624319,"['096357807', '096516892']"
073047886,"['095583111', '079581292', '079624319', '072796785']"
095571796,"['073047886', '079624319']"
079776038,"['073047886', '095583111', '079624319', '072812829']"
079779791,"['073047886', '079776038']"
079788561,"['079779791', '073047886', '079776038']"
079575837,"['073047886', '079776038', '095571796', '079624319']"
079629276,"['079776038', '079575837', '079624319']"
079566075,"['079624319', '079575837', '079776038', '079629276']"
