infectee,infectors
Ant226,['SEED']
Ant342,['Ant226']
Ant65,"['Ant226', 'Ant342']"
Ant394,['Ant342']
Ant40,"['Ant226', 'Ant65', 'Ant342']"
Ant113,"['Ant342', 'Ant226', 'Ant65']"
Ant135,"['Ant113', 'Ant342']"
Ant501,"['Ant113', 'Ant394']"
Ant148,"['Ant40', 'Ant65', 'Ant342']"
Ant650,"['Ant113', 'Ant226', 'Ant135', 'Ant148', 'Ant40', 'Ant501', 'Ant394', 'Ant65', 'Ant342']"
Ant580,"['Ant650', 'Ant135', 'Ant148', 'Ant40', 'Ant65', 'Ant342']"
Ant82,"['Ant113', 'Ant650', 'Ant135', 'Ant148', 'Ant40', 'Ant226', 'Ant580', 'Ant501', 'Ant394', 'Ant342']"
Ant174,"['Ant650', 'Ant40', 'Ant226', 'Ant580', 'Ant65', 'Ant342']"
Ant25,"['Ant113', 'Ant650', 'Ant226', 'Ant135', 'Ant148', 'Ant40', 'Ant580', 'Ant394', 'Ant82', 'Ant342']"
Ant198,"['Ant113', 'Ant580', 'Ant501', 'Ant135', 'Ant82', 'Ant342', 'Ant40', 'Ant148', 'Ant650', 'Ant394']"
Ant334,"['Ant650', 'Ant25', 'Ant82', 'Ant174', 'Ant342', 'Ant40', 'Ant226']"
Ant12,"['Ant113', 'Ant198', 'Ant650', 'Ant25', 'Ant135', 'Ant148', 'Ant40', 'Ant580', 'Ant501', 'Ant394', 'Ant82', 'Ant342']"
Ant395,"['Ant113', 'Ant198', 'Ant650', 'Ant501', 'Ant82', 'Ant12', 'Ant394']"
Ant347,"['Ant113', 'Ant198', 'Ant650', 'Ant25', 'Ant135', 'Ant334', 'Ant148', 'Ant580', 'Ant501', 'Ant395', 'Ant394', 'Ant12', 'Ant82', 'Ant342']"
Ant32,"['Ant650', 'Ant334', 'Ant394', 'Ant174', 'Ant226', 'Ant12', 'Ant148', 'Ant342', 'Ant65']"
