infectee,infectors
Ant140,['SEED']
Ant62,['Ant140']
Ant5,"['Ant140', 'Ant62']"
Ant502,"['Ant140', 'Ant5', 'Ant62']"
Ant604,"['Ant140', 'Ant502', 'Ant62']"
Ant114,"['Ant5', 'Ant140', 'Ant502', 'Ant62']"
Ant50,"['Ant114', 'Ant5', 'Ant62']"
Ant170,"['Ant114', 'Ant50', 'Ant140', 'Ant502', 'Ant62', 'Ant604']"
Ant632,"['Ant140', 'Ant502', 'Ant604', 'Ant170']"
Ant257,"['Ant114', 'Ant50', 'Ant140', 'Ant5', 'Ant502', 'Ant62', 'Ant604', 'Ant170']"
Ant99,"['Ant114', 'Ant50', 'Ant5', 'Ant502', 'Ant62', 'Ant604', 'Ant170']"
Ant80,"['Ant114', 'Ant257', 'Ant50', 'Ant140', 'Ant5', 'Ant99', 'Ant62', 'Ant604', 'Ant170']"
Ant268,"['Ant257', 'Ant50', 'Ant140', 'Ant604', 'Ant80', 'Ant5', 'Ant632', 'Ant170', 'Ant62']"
Ant191,"['Ant114', 'Ant257', 'Ant50', 'Ant140', 'Ant268', 'Ant5', 'Ant502', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170']"
Ant244,"['Ant114', 'Ant191', 'Ant257', 'Ant50', 'Ant140', 'Ant268', 'Ant5', 'Ant502', 'Ant99', 'Ant80', 'Ant170']"
Ant97,"['Ant114', 'Ant191', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant268', 'Ant5', 'Ant99', 'Ant80', 'Ant170']"
Ant313,"['Ant114', 'Ant191', 'Ant257', 'Ant244', 'Ant140', 'Ant268', 'Ant5', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170']"
Ant40,"['Ant114', 'Ant191', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant502', 'Ant313', 'Ant268', 'Ant5', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170']"
Ant262,"['Ant191', 'Ant257', 'Ant244', 'Ant140', 'Ant40', 'Ant313', 'Ant502', 'Ant97', 'Ant99', 'Ant604', 'Ant80', 'Ant170']"
Ant105,"['Ant114', 'Ant191', 'Ant257', 'Ant244', 'Ant50', 'Ant40', 'Ant262', 'Ant313', 'Ant5', 'Ant97', 'Ant99', 'Ant62', 'Ant80', 'Ant170']"
Ant673,"['Ant114', 'Ant191', 'Ant244', 'Ant50', 'Ant140', 'Ant502', 'Ant40', 'Ant313', 'Ant268', 'Ant5', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170', 'Ant105']"
Ant206,"['Ant114', 'Ant191', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant673', 'Ant40', 'Ant262', 'Ant313', 'Ant5', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170', 'Ant105']"
Ant552,"['Ant114', 'Ant191', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant673', 'Ant40', 'Ant313', 'Ant268', 'Ant5', 'Ant502', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant632', 'Ant170', 'Ant206', 'Ant105']"
Ant252,"['Ant114', 'Ant191', 'Ant552', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant673', 'Ant40', 'Ant313', 'Ant268', 'Ant5', 'Ant502', 'Ant97', 'Ant99', 'Ant604', 'Ant80', 'Ant170', 'Ant206', 'Ant105']"
Ant398,"['Ant191', 'Ant252', 'Ant257', 'Ant244', 'Ant140', 'Ant673', 'Ant40', 'Ant262', 'Ant313', 'Ant268', 'Ant502', 'Ant97', 'Ant604', 'Ant80', 'Ant632', 'Ant170']"
Ant147,"['Ant114', 'Ant191', 'Ant552', 'Ant252', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant673', 'Ant40', 'Ant398', 'Ant262', 'Ant313', 'Ant268', 'Ant5', 'Ant502', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170', 'Ant206', 'Ant105']"
Ant400,"['Ant114', 'Ant191', 'Ant552', 'Ant252', 'Ant257', 'Ant244', 'Ant50', 'Ant140', 'Ant147', 'Ant673', 'Ant40', 'Ant398', 'Ant313', 'Ant268', 'Ant5', 'Ant502', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant170', 'Ant206', 'Ant105']"
Ant332,"['Ant114', 'Ant191', 'Ant552', 'Ant252', 'Ant257', 'Ant400', 'Ant50', 'Ant140', 'Ant147', 'Ant673', 'Ant40', 'Ant313', 'Ant268', 'Ant5', 'Ant398', 'Ant97', 'Ant99', 'Ant62', 'Ant604', 'Ant80', 'Ant206', 'Ant105']"
Ant294,"['Ant191', 'Ant50', 'Ant140', 'Ant40', 'Ant398', 'Ant268', 'Ant502', 'Ant604', 'Ant632', 'Ant400']"
Ant195,"['Ant114', 'Ant191', 'Ant552', 'Ant252', 'Ant400', 'Ant244', 'Ant50', 'Ant140', 'Ant147', 'Ant673', 'Ant40', 'Ant398', 'Ant262', 'Ant313', 'Ant268', 'Ant502', 'Ant97', 'Ant99', 'Ant332', 'Ant604', 'Ant80', 'Ant170', 'Ant206', 'Ant105']"
