infectee,infectors
53F,['SEED']
24M,['53F']
57F,['24M']
7M,['53F']
6M,['57F']
52F,['6M']
18M,['52F']
41F,['6M']
55F,['7M']
32M,['41F']
31M,['52F']
60F,['31M']
59F,['6M']
1M,['41F']
25M,['41F']
58F,['7M']
50F,['18M']
56F,['25M']
2M,['55F']
26M,['57F']
11M,['41F']
46F,['2M']
48F,['2M']
27M,['41F']
5M,['56F']
37M,['41F']
10M,['58F']
20M,['46F']
42F,['27M']
45F,['2M']
12M,['45F']
54F,['25M']
36M,['56F']
23M,['46F']
44F,['1M']
3M,['50F']
33M,['45F']
15M,['45F']
8M,['50F']
29M,['54F']
16M,['41F']
63M,['59F']
49F,['1M']
62F,['16M']
61F,['15M']
51F,['3M']
4M,['46F']
17M,['56F']
14M,['49F']
