infectee,infectors
Ant147,['SEED']
Ant6,['Ant147']
Ant195,['Ant6']
Ant673,['Ant6']
Ant564,['Ant6']
Ant492,['Ant6']
Ant50,['Ant6']
Ant60,['Ant6']
Ant35,['Ant564']
Ant176,['Ant564']
Ant102,['Ant176']
Ant332,['Ant176']
Ant65,['Ant332']
Ant502,['Ant176']
Ant96,['Ant176']
Ant638,['Ant502']
Ant604,['Ant176']
Ant137,['Ant604']
Ant202,['Ant638']
Ant400,['Ant137']
Ant324,['Ant137']
Ant592,['Ant332']
Ant206,['Ant332']
Ant289,['Ant638']
Ant237,['Ant137']
Ant298,['Ant137']
Ant244,['Ant137']
Ant476,['Ant298']
Ant210,['Ant298']
Ant256,['Ant604']
Ant227,['Ant256']
Ant169,['Ant298']
Ant148,['Ant298']
Ant15,['Ant298']
Ant209,['Ant298']
Ant296,['Ant298']
Ant99,['Ant298']
Ant560,['Ant298']
Ant172,['Ant298']
Ant140,['Ant298']
Ant268,['Ant256']
Ant621,['Ant298']
Ant262,['Ant298']
Ant232,['Ant298']
Ant650,['Ant298']
Ant126,['Ant140']
Ant593,['Ant140']
Ant174,['Ant298']
Ant556,['Ant298']
Ant19,['Ant298']
Ant52,['Ant298']
Ant437,['Ant140']
Ant552,['Ant298']
Ant98,['Ant298']
Ant599,['Ant298']
Ant2,['Ant256']
Ant63,['Ant298']
Ant356,['Ant298']
