infectee,infectors
Ant332,['SEED']
Ant238,['Ant332']
Ant98,"['Ant332', 'Ant238']"
Ant4,['Ant238']
Ant437,"['Ant4', 'Ant98']"
Ant255,"['Ant437', 'Ant332', 'Ant4', 'Ant98', 'Ant238']"
Ant538,"['Ant4', 'Ant437']"
Ant308,"['Ant255', 'Ant437', 'Ant332', 'Ant4', 'Ant238']"
Ant540,"['Ant437', 'Ant308', 'Ant538']"
Ant97,"['Ant540', 'Ant255', 'Ant308', 'Ant4', 'Ant332', 'Ant98', 'Ant538', 'Ant238', 'Ant437']"
Ant127,"['Ant540', 'Ant437', 'Ant4', 'Ant97', 'Ant308', 'Ant98', 'Ant238']"
Ant243,"['Ant540', 'Ant127', 'Ant437', 'Ant4', 'Ant97', 'Ant308', 'Ant538', 'Ant238']"
Ant30,"['Ant255', 'Ant127', 'Ant308', 'Ant4', 'Ant97', 'Ant98', 'Ant332', 'Ant437', 'Ant238', 'Ant538']"
Ant142,"['Ant255', 'Ant127', 'Ant243', 'Ant437', 'Ant538', 'Ant332', 'Ant30', 'Ant97', 'Ant308', 'Ant98', 'Ant238']"
Ant599,"['Ant540', 'Ant255', 'Ant127', 'Ant243', 'Ant142', 'Ant308', 'Ant4', 'Ant437', 'Ant30', 'Ant97', 'Ant538', 'Ant98', 'Ant238']"
Ant462,"['Ant255', 'Ant142', 'Ant308', 'Ant437', 'Ant332', 'Ant4', 'Ant599', 'Ant30', 'Ant97', 'Ant98', 'Ant238']"
Ant342,"['Ant142', 'Ant308', 'Ant4', 'Ant599', 'Ant97', 'Ant538', 'Ant238', 'Ant437']"
Ant7,"['Ant540', 'Ant127', 'Ant243', 'Ant308', 'Ant4', 'Ant437', 'Ant599', 'Ant97', 'Ant538', 'Ant238', 'Ant342']"
Ant42,"['Ant540', 'Ant127', 'Ant243', 'Ant142', 'Ant308', 'Ant437', 'Ant4', 'Ant7', 'Ant599', 'Ant30', 'Ant97', 'Ant538', 'Ant238', 'Ant342']"
Ant100,"['Ant255', 'Ant243', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant4', 'Ant7', 'Ant599', 'Ant97', 'Ant98', 'Ant332', 'Ant30', 'Ant538', 'Ant238', 'Ant342', 'Ant437']"
Ant153,"['Ant540', 'Ant243', 'Ant308', 'Ant462', 'Ant42', 'Ant437', 'Ant7', 'Ant599', 'Ant30', 'Ant97', 'Ant538', 'Ant238', 'Ant342']"
Ant593,"['Ant540', 'Ant127', 'Ant243', 'Ant142', 'Ant462', 'Ant42', 'Ant153', 'Ant4', 'Ant7', 'Ant437', 'Ant599', 'Ant30', 'Ant97', 'Ant238', 'Ant100']"
Ant173,"['Ant540', 'Ant42', 'Ant153', 'Ant4', 'Ant599', 'Ant97', 'Ant538', 'Ant238', 'Ant342', 'Ant100']"
Ant501,"['Ant540', 'Ant243', 'Ant142', 'Ant462', 'Ant42', 'Ant437', 'Ant153', 'Ant173', 'Ant7', 'Ant593', 'Ant599', 'Ant97', 'Ant538', 'Ant98', 'Ant238', 'Ant342']"
Ant60,"['Ant127', 'Ant243', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant501', 'Ant153', 'Ant4', 'Ant7', 'Ant593', 'Ant599', 'Ant97', 'Ant98', 'Ant437', 'Ant30', 'Ant238', 'Ant342', 'Ant100']"
Ant552,"['Ant540', 'Ant243', 'Ant437', 'Ant173', 'Ant153', 'Ant4', 'Ant7', 'Ant501', 'Ant593', 'Ant599', 'Ant97', 'Ant538', 'Ant98', 'Ant100', 'Ant127', 'Ant42', 'Ant60']"
Ant400,"['Ant540', 'Ant552', 'Ant437', 'Ant153', 'Ant501', 'Ant7', 'Ant593', 'Ant599', 'Ant142', 'Ant97', 'Ant308', 'Ant243', 'Ant538', 'Ant98', 'Ant342', 'Ant127', 'Ant42', 'Ant60']"
Ant507,"['Ant255', 'Ant400', 'Ant127', 'Ant142', 'Ant308', 'Ant462', 'Ant153', 'Ant332', 'Ant4', 'Ant593', 'Ant599', 'Ant30', 'Ant97', 'Ant98', 'Ant238', 'Ant100', 'Ant60']"
Ant115,"['Ant540', 'Ant243', 'Ant437', 'Ant153', 'Ant255', 'Ant7', 'Ant599', 'Ant30', 'Ant142', 'Ant97', 'Ant308', 'Ant98', 'Ant238', 'Ant342', 'Ant552', 'Ant100', 'Ant127', 'Ant60']"
Ant43,"['Ant540', 'Ant115', 'Ant255', 'Ant127', 'Ant243', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant153', 'Ant332', 'Ant4', 'Ant507', 'Ant599', 'Ant30', 'Ant97', 'Ant98', 'Ant238', 'Ant100']"
Ant356,"['Ant332', 'Ant462', 'Ant115', 'Ant507', 'Ant30', 'Ant142', 'Ant97', 'Ant308', 'Ant98', 'Ant238', 'Ant100', 'Ant255', 'Ant43']"
Ant242,"['Ant540', 'Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant437', 'Ant173', 'Ant153', 'Ant4', 'Ant7', 'Ant593', 'Ant599', 'Ant142', 'Ant97', 'Ant308', 'Ant538', 'Ant507', 'Ant238', 'Ant342', 'Ant42', 'Ant60']"
Ant6,"['Ant356', 'Ant540', 'Ant115', 'Ant255', 'Ant400', 'Ant127', 'Ant243', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant43', 'Ant501', 'Ant507', 'Ant153', 'Ant4', 'Ant7', 'Ant437', 'Ant332', 'Ant593', 'Ant599', 'Ant30', 'Ant97', 'Ant98', 'Ant238', 'Ant342', 'Ant100', 'Ant60', 'Ant538']"
Ant209,"['Ant540', 'Ant115', 'Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant242', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant43', 'Ant501', 'Ant507', 'Ant153', 'Ant4', 'Ant7', 'Ant6', 'Ant593', 'Ant599', 'Ant97', 'Ant98', 'Ant60', 'Ant173', 'Ant30', 'Ant538', 'Ant238', 'Ant342', 'Ant100']"
Ant294,"['Ant356', 'Ant115', 'Ant255', 'Ant142', 'Ant308', 'Ant462', 'Ant43', 'Ant507', 'Ant6', 'Ant97', 'Ant332', 'Ant209', 'Ant30', 'Ant98', 'Ant238', 'Ant100']"
Ant0,"['Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant242', 'Ant142', 'Ant42', 'Ant501', 'Ant4', 'Ant437', 'Ant173', 'Ant209', 'Ant593', 'Ant538', 'Ant238']"
Ant117,"['Ant356', 'Ant540', 'Ant115', 'Ant552', 'Ant255', 'Ant332', 'Ant127', 'Ant243', 'Ant242', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant43', 'Ant501', 'Ant153', 'Ant4', 'Ant7', 'Ant6', 'Ant507', 'Ant593', 'Ant599', 'Ant97', 'Ant294', 'Ant98', 'Ant400', 'Ant60', 'Ant173', 'Ant209', 'Ant30', 'Ant538', 'Ant238', 'Ant342', 'Ant437', 'Ant100']"
Ant73,"['Ant356', 'Ant115', 'Ant117', 'Ant255', 'Ant142', 'Ant462', 'Ant43', 'Ant507', 'Ant6', 'Ant332', 'Ant294', 'Ant30', 'Ant97', 'Ant98', 'Ant100']"
Ant159,"['Ant117', 'Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant242', 'Ant42', 'Ant153', 'Ant173', 'Ant4', 'Ant7', 'Ant593', 'Ant97', 'Ant538', 'Ant98']"
Ant394,"['Ant540', 'Ant115', 'Ant117', 'Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant242', 'Ant308', 'Ant42', 'Ant501', 'Ant507', 'Ant153', 'Ant159', 'Ant437', 'Ant173', 'Ant4', 'Ant7', 'Ant6', 'Ant209', 'Ant593', 'Ant599', 'Ant30', 'Ant97', 'Ant538', 'Ant238', 'Ant342', 'Ant60']"
Ant395,"['Ant540', 'Ant115', 'Ant117', 'Ant552', 'Ant400', 'Ant243', 'Ant242', 'Ant308', 'Ant462', 'Ant42', 'Ant501', 'Ant507', 'Ant153', 'Ant159', 'Ant437', 'Ant173', 'Ant4', 'Ant7', 'Ant209', 'Ant0', 'Ant593', 'Ant599', 'Ant30', 'Ant97', 'Ant538', 'Ant238', 'Ant342', 'Ant394']"
Ant232,"['Ant540', 'Ant115', 'Ant117', 'Ant400', 'Ant127', 'Ant243', 'Ant142', 'Ant308', 'Ant462', 'Ant42', 'Ant43', 'Ant501', 'Ant507', 'Ant153', 'Ant159', 'Ant395', 'Ant394', 'Ant4', 'Ant7', 'Ant6', 'Ant593', 'Ant599', 'Ant97', 'Ant98', 'Ant60', 'Ant209', 'Ant30', 'Ant538', 'Ant437', 'Ant238', 'Ant342', 'Ant100']"
Ant13,"['Ant540', 'Ant115', 'Ant117', 'Ant552', 'Ant255', 'Ant400', 'Ant127', 'Ant243', 'Ant308', 'Ant462', 'Ant42', 'Ant501', 'Ant507', 'Ant153', 'Ant159', 'Ant395', 'Ant394', 'Ant4', 'Ant7', 'Ant6', 'Ant0', 'Ant593', 'Ant599', 'Ant437', 'Ant209', 'Ant30', 'Ant97', 'Ant538', 'Ant232', 'Ant238', 'Ant342', 'Ant60']"
Ant387,"['Ant115', 'Ant117', 'Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant242', 'Ant308', 'Ant437', 'Ant153', 'Ant173', 'Ant4', 'Ant7', 'Ant6', 'Ant209', 'Ant0', 'Ant462', 'Ant501', 'Ant593', 'Ant599', 'Ant30', 'Ant13', 'Ant97', 'Ant538', 'Ant232', 'Ant507', 'Ant238', 'Ant394', 'Ant100', 'Ant42', 'Ant43', 'Ant60']"
Ant614,"['Ant540', 'Ant117', 'Ant552', 'Ant400', 'Ant127', 'Ant243', 'Ant242', 'Ant308', 'Ant387', 'Ant42', 'Ant43', 'Ant501', 'Ant153', 'Ant159', 'Ant395', 'Ant394', 'Ant4', 'Ant7', 'Ant6', 'Ant0', 'Ant593', 'Ant437', 'Ant173', 'Ant209', 'Ant13', 'Ant97', 'Ant538', 'Ant98', 'Ant238']"
Ant191,"['Ant540', 'Ant117', 'Ant242', 'Ant173', 'Ant153', 'Ant159', 'Ant501', 'Ant7', 'Ant6', 'Ant209', 'Ant0', 'Ant552', 'Ant400', 'Ant614', 'Ant599', 'Ant30', 'Ant142', 'Ant97', 'Ant387', 'Ant538', 'Ant395', 'Ant243', 'Ant127', 'Ant342', 'Ant394', 'Ant437', 'Ant42', 'Ant238']"
Ant311,"['Ant356', 'Ant540', 'Ant115', 'Ant117', 'Ant552', 'Ant255', 'Ant400', 'Ant243', 'Ant142', 'Ant308', 'Ant387', 'Ant462', 'Ant42', 'Ant43', 'Ant501', 'Ant507', 'Ant153', 'Ant437', 'Ant173', 'Ant538', 'Ant332', 'Ant4', 'Ant6', 'Ant209', 'Ant0', 'Ant73', 'Ant593', 'Ant614', 'Ant599', 'Ant30', 'Ant13', 'Ant97', 'Ant294', 'Ant98', 'Ant232', 'Ant238', 'Ant342', 'Ant100', 'Ant60']"
Ant564,"['Ant540', 'Ant115', 'Ant117', 'Ant191', 'Ant552', 'Ant400', 'Ant127', 'Ant242', 'Ant437', 'Ant173', 'Ant153', 'Ant159', 'Ant311', 'Ant4', 'Ant7', 'Ant6', 'Ant209', 'Ant507', 'Ant462', 'Ant501', 'Ant593', 'Ant614', 'Ant599', 'Ant30', 'Ant142', 'Ant97', 'Ant387', 'Ant308', 'Ant243', 'Ant294', 'Ant538', 'Ant232', 'Ant395', 'Ant238', 'Ant342', 'Ant394', 'Ant100', 'Ant42', 'Ant43', 'Ant60']"
Ant19,"['Ant115', 'Ant117', 'Ant552', 'Ant400', 'Ant127', 'Ant564', 'Ant243', 'Ant242', 'Ant142', 'Ant387', 'Ant42', 'Ant43', 'Ant501', 'Ant507', 'Ant153', 'Ant159', 'Ant311', 'Ant395', 'Ant7', 'Ant6', 'Ant593', 'Ant173', 'Ant209', 'Ant614', 'Ant599', 'Ant30', 'Ant13', 'Ant97', 'Ant232', 'Ant238', 'Ant342', 'Ant100', 'Ant60']"
Ant260,"['Ant540', 'Ant115', 'Ant117', 'Ant191', 'Ant552', 'Ant400', 'Ant127', 'Ant564', 'Ant243', 'Ant242', 'Ant142', 'Ant308', 'Ant387', 'Ant462', 'Ant42', 'Ant43', 'Ant501', 'Ant507', 'Ant153', 'Ant437', 'Ant173', 'Ant159', 'Ant311', 'Ant4', 'Ant7', 'Ant6', 'Ant209', 'Ant0', 'Ant593', 'Ant19', 'Ant614', 'Ant599', 'Ant30', 'Ant13', 'Ant97', 'Ant98', 'Ant232', 'Ant395', 'Ant238', 'Ant394', 'Ant100', 'Ant60']"
Ant63,"['Ant115', 'Ant117', 'Ant191', 'Ant552', 'Ant400', 'Ant127', 'Ant564', 'Ant243', 'Ant242', 'Ant387', 'Ant42', 'Ant501', 'Ant507', 'Ant153', 'Ant260', 'Ant159', 'Ant395', 'Ant394', 'Ant4', 'Ant0', 'Ant593', 'Ant19', 'Ant614', 'Ant97', 'Ant60', 'Ant437', 'Ant173', 'Ant209', 'Ant538', 'Ant232', 'Ant238', 'Ant342']"
