infectee,infectors
9M,['SEED']
8007M,['A27F']
B55F,"['8007M', '9M']"
C14M,['B55F']
B31M,"['A27F', 'B55F']"
B34F,"['8007M', 'B31M', '9M']"
4M,"['A27F', 'B34F', 'B55F']"
62F,['4M']
30F,['4M']
B17M,"['A27F', 'B34F', 'B55F']"
55M,"['B34F', 'B55F']"
58F,['4M']
108F,"['4M', '8007M']"
25F,"['B17M', '55M']"
60F,"['4M', '8007M', 'B17M']"
46F,"['4M', 'B17M', '55M']"
B25M,"['25F', '46F', '60F', 'A27F', 'B34F', 'B55F']"
B33F,"['4M', 'B25M', 'B17M']"
C11M,"['108F', '46F', '60F', 'B33F', 'B55F']"
67M,"['46F', 'B33F', 'B55F']"
52F,"['B25M', '67M']"
