infectee,infectors
Ant560,['SEED']
Ant332,['Ant560']
Ant137,['Ant332']
Ant19,['Ant137']
Ant195,['Ant137']
Ant400,['Ant332']
Ant556,['Ant560']
Ant256,['Ant400']
Ant176,['Ant256']
Ant564,['Ant256']
Ant210,['Ant256']
Ant148,['Ant137']
Ant492,['Ant256']
Ant552,['Ant256']
Ant244,['Ant256']
Ant96,['Ant256']
Ant502,['Ant256']
Ant206,['Ant256']
Ant63,['Ant256']
Ant599,['Ant137']
Ant60,['Ant137']
Ant356,['Ant256']
Ant650,['Ant137']
Ant621,['Ant137']
Ant209,['Ant621']
Ant604,['Ant256']
Ant172,['Ant256']
Ant65,['Ant621']
Ant232,['Ant256']
Ant476,['Ant137']
Ant673,['Ant137']
Ant2,['Ant564']
Ant50,['Ant621']
Ant592,['Ant621']
Ant174,['Ant256']
Ant6,['Ant256']
Ant437,['Ant256']
Ant324,['Ant256']
Ant99,['Ant621']
Ant227,['Ant256']
Ant237,['Ant621']
Ant147,['Ant256']
Ant296,['Ant256']
Ant98,['Ant256']
Ant126,['Ant256']
Ant202,['Ant256']
Ant35,['Ant621']
Ant638,['Ant172']
Ant593,['Ant256']
Ant268,['Ant256']
Ant140,['Ant256']
Ant15,['Ant174']
Ant298,['Ant604']
Ant102,['Ant621']
Ant169,['Ant298']
Ant262,['Ant256']
Ant52,['Ant298']
Ant289,['Ant256']
