infectee,infectors
Ant324,['SEED']
Ant135,"['Ant324', 'Ant509', 'Ant147']"
Ant250,"['Ant509', 'Ant147']"
Ant356,"['Ant250', 'Ant509', 'Ant147']"
Ant1,['Ant147']
Ant51,"['Ant356', 'Ant250', 'Ant135', 'Ant509', 'Ant147']"
Ant458,"['Ant356', 'Ant250', 'Ant135', 'Ant51', 'Ant509', 'Ant147']"
Ant0,"['Ant356', 'Ant250', 'Ant51', 'Ant509', 'Ant458']"
Ant139,"['Ant356', 'Ant250', 'Ant135', 'Ant51', 'Ant509', 'Ant147', 'Ant0', 'Ant458']"
Ant552,"['Ant356', 'Ant250', 'Ant135', 'Ant139', 'Ant51', 'Ant509', 'Ant147', 'Ant0', 'Ant458']"
Ant149,"['Ant356', 'Ant324', 'Ant552', 'Ant250', 'Ant135', 'Ant139', 'Ant51', 'Ant147', 'Ant0', 'Ant458']"
Ant507,"['Ant356', 'Ant250', 'Ant139', 'Ant51', 'Ant509', 'Ant149', 'Ant0', 'Ant458']"
Ant665,"['Ant356', 'Ant552', 'Ant250', 'Ant135', 'Ant139', 'Ant51', 'Ant509', 'Ant149', 'Ant507', 'Ant0', 'Ant458']"
Ant98,"['Ant356', 'Ant324', 'Ant552', 'Ant250', 'Ant135', 'Ant139', 'Ant51', 'Ant509', 'Ant147', 'Ant149', 'Ant665', 'Ant507', 'Ant0', 'Ant458']"
Ant647,"['Ant324', 'Ant552', 'Ant135', 'Ant139', 'Ant147', 'Ant149', 'Ant1']"
Ant262,"['Ant356', 'Ant324', 'Ant250', 'Ant135', 'Ant139', 'Ant51', 'Ant509', 'Ant149', 'Ant665', 'Ant507', 'Ant0', 'Ant98', 'Ant458']"
Ant29,"['Ant356', 'Ant324', 'Ant552', 'Ant135', 'Ant647', 'Ant139', 'Ant51', 'Ant509', 'Ant147', 'Ant149', 'Ant665', 'Ant507', 'Ant262', 'Ant0', 'Ant98', 'Ant458']"
