infectee,infectors
X5.U30,['SEED']
X6.U10,['X5.U30']
X0.U14,['X6.U10']
X2.U41,['X6.U10']
X6.U26,['X6.U10']
X2.C92,['X6.U10']
X8..U2.2,['X2.C92']
X4..U3,['X2.C92']
X0.C78,['X2.C92']
X3.C81,['X4..U3']
X2.C87,['X2.C92']
X9..U1.3,['X2.C92']
X3.U20,['X2.C92']
X9.U21,['X2.C92']
X4.C91,['X2.C92']
X7.C92,['X2.C92']
X4.U44,['X4..U3']
X5.C62,['X0.C78']
X9..U1.5,['X2.C92']
X6.C98,['X2.C92']
X4..U9,['X2.C92']
X2.U32.1,['X2.C92']
X2.C91,['X5.C62']
X1.C31,['X3.C81']
C011,['X4..U3']
X4.C84,['X2.C91']
X7.C58,['X2.C87']
X2.C71,['X2.C91']
X8.C86,['X7.C58']
X6.C58,['X8.C86']
X5.C80,['X2.C91']
X4..U4.1,['X8.C86']
X9..U2,['X8.C86']
X2.C90,['X8.C86']
X6.C77,['C011']
X7.U24,['X6.C77']
X0.U30,['X6.C77']
X7.C68,['X5.C62']
X2.U27,['X2.C91']
X4.U21,['X6.C77']
X3.C67,['X8.C86']
X4.C56,['X6.C77']
X3.U21,['X8.C86']
X9.C49,['X1.C31']
X0.U15,['X6.C77']
X0.C80,['X6.C77']
X8.C74,['X6.C77']
X4.C38,['X6.C77']
X5.C97,['X6.C77']
X1.C99,['X6.C77']
X5.C90,['X0.C80']
X3.C87,['X6.C77']
X0.C73,['X0.C80']
X9.C26,['X1.C31']
X6.U29,['X6.C77']
X8.C30.1,['X1.C31']
X8.C30,['X9.C26']
X2.C82,['X6.C77']
X9.C90,['X6.C77']
X3.C58,['X6.C77']
X5.U17,['X6.C77']
X9.C38,['X1.C31']
X3.U42,['X6.C77']
X6.C69,['X6.C77']
X2.U15,['X6.C77']
X6.C88,['X6.C77']
X9.U29,['X6.C77']
X2.C61,['X1.C31']
X1.C56,['X2.C61']
X8.C80,['X2.C61']
X6.C66,['X2.C61']
X3.C74,['X2.C61']
X1.C75,['X2.C61']
X3.C75,['X2.C61']
X9..C2,['X1.C31']
X6..U7,['X2.C61']
X6.U30,['X6.C77']
X8.U30,['X2.C61']
X4.C68,['X2.C61']
X5.U18,['X2.C61']
X6.U11,['X2.C61']
X4.U27,['X2.C61']
X6.C57,['X2.C61']
X5..U7,['X2.C61']
X6.C50,['X6.C66']
X7.C79,['X2.C61']
X2.C68,['X2.C61']
X6.C61,['X2.C61']
X2..U6,['X2.C61']
X0.C72,['X2.C61']
X3..U3,['X6.C77']
X9.C82,['X6.C66']
X2.C85,['X2.C61']
X9..C6.1,['X1.C31']
X4.C81,['X2.C61']
X6.C87,['X7.C79']
X7.C76,['X2.C61']
X9.C79,['X2.C61']
X4.C64,['X6.C66']
X4.C89,['X2.C61']
X9..C7.3,['X1.C31']
