infectee,infectors
Ant268,['SEED']
Ant237,"['Ant268', 'Ant102']"
Ant673,['Ant237']
Ant621,"['Ant673', 'Ant237']"
Ant137,"['Ant237', 'Ant102']"
Ant172,"['Ant621', 'Ant137', 'Ant268', 'Ant673', 'Ant237']"
Ant324,"['Ant621', 'Ant268', 'Ant673', 'Ant237']"
Ant638,['Ant268']
Ant176,"['Ant268', 'Ant638']"
Ant2,"['Ant268', 'Ant638']"
Ant98,"['Ant137', 'Ant172', 'Ant268', 'Ant673', 'Ant237', 'Ant102']"
Ant202,"['Ant268', 'Ant176', 'Ant638', 'Ant2']"
Ant650,"['Ant621', 'Ant137', 'Ant172', 'Ant268', 'Ant324', 'Ant673', 'Ant98', 'Ant237', 'Ant102']"
Ant289,"['Ant621', 'Ant137', 'Ant172', 'Ant268', 'Ant176', 'Ant638', 'Ant202', 'Ant2', 'Ant98', 'Ant237', 'Ant324']"
Ant147,"['Ant621', 'Ant289', 'Ant172', 'Ant673', 'Ant98', 'Ant650', 'Ant324', 'Ant237']"
Ant19,"['Ant621', 'Ant137', 'Ant289', 'Ant172', 'Ant268', 'Ant638', 'Ant147', 'Ant673', 'Ant98', 'Ant650', 'Ant324', 'Ant237']"
Ant560,"['Ant621', 'Ant289', 'Ant268', 'Ant19', 'Ant324', 'Ant98', 'Ant650', 'Ant237', 'Ant147']"
Ant35,"['Ant621', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant19', 'Ant147', 'Ant324', 'Ant673', 'Ant650']"
Ant556,"['Ant621', 'Ant560', 'Ant19', 'Ant147', 'Ant324', 'Ant98', 'Ant650', 'Ant35', 'Ant237', 'Ant102']"
Ant356,"['Ant621', 'Ant137', 'Ant324', 'Ant172', 'Ant560', 'Ant35', 'Ant673', 'Ant98', 'Ant650', 'Ant237', 'Ant147']"
Ant15,"['Ant621', 'Ant172', 'Ant268', 'Ant560', 'Ant19', 'Ant147', 'Ant673', 'Ant98', 'Ant650', 'Ant556', 'Ant237', 'Ant324']"
Ant65,"['Ant621', 'Ant137', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant19', 'Ant15', 'Ant147', 'Ant324', 'Ant98', 'Ant650', 'Ant237', 'Ant102', 'Ant35']"
Ant332,"['Ant621', 'Ant356', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant19', 'Ant15', 'Ant147', 'Ant324', 'Ant673', 'Ant650', 'Ant556', 'Ant237', 'Ant35']"
Ant96,"['Ant621', 'Ant356', 'Ant172', 'Ant560', 'Ant19', 'Ant15', 'Ant332', 'Ant35', 'Ant324', 'Ant98', 'Ant650', 'Ant556', 'Ant237', 'Ant102', 'Ant147']"
Ant256,"['Ant621', 'Ant137', 'Ant332', 'Ant172', 'Ant268', 'Ant176', 'Ant560', 'Ant2', 'Ant19', 'Ant35', 'Ant650', 'Ant638', 'Ant147']"
Ant564,"['Ant256', 'Ant621', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant332', 'Ant202', 'Ant19', 'Ant35', 'Ant96', 'Ant638', 'Ant673', 'Ant650', 'Ant324', 'Ant237', 'Ant65', 'Ant147']"
Ant99,"['Ant256', 'Ant621', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant564', 'Ant19', 'Ant15', 'Ant96', 'Ant147', 'Ant324', 'Ant673', 'Ant332', 'Ant35', 'Ant98', 'Ant650', 'Ant237', 'Ant102', 'Ant65']"
Ant60,"['Ant256', 'Ant621', 'Ant137', 'Ant560', 'Ant19', 'Ant15', 'Ant96', 'Ant147', 'Ant324', 'Ant99', 'Ant98', 'Ant650', 'Ant556', 'Ant237', 'Ant102', 'Ant35']"
Ant298,"['Ant256', 'Ant621', 'Ant137', 'Ant356', 'Ant332', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant564', 'Ant19', 'Ant15', 'Ant35', 'Ant96', 'Ant147', 'Ant324', 'Ant673', 'Ant99', 'Ant98', 'Ant650', 'Ant556', 'Ant237', 'Ant102', 'Ant60', 'Ant65']"
Ant206,"['Ant298', 'Ant621', 'Ant137', 'Ant356', 'Ant172', 'Ant268', 'Ant560', 'Ant332', 'Ant19', 'Ant15', 'Ant96', 'Ant147', 'Ant673', 'Ant99', 'Ant98', 'Ant650', 'Ant556', 'Ant237', 'Ant102', 'Ant60', 'Ant65']"
Ant437,"['Ant298', 'Ant256', 'Ant621', 'Ant137', 'Ant289', 'Ant172', 'Ant268', 'Ant560', 'Ant206', 'Ant564', 'Ant19', 'Ant15', 'Ant673', 'Ant99', 'Ant98', 'Ant650', 'Ant237', 'Ant332', 'Ant35', 'Ant60', 'Ant65']"
