infectee,infectors
Ant13,['SEED']
Ant19,['Ant13']
Ant51,['Ant19']
Ant52,['Ant51']
Ant501,['Ant51']
Ant105,['Ant51']
Ant17,['Ant51']
Ant117,['Ant51']
Ant632,['Ant117']
Ant124,['Ant117']
Ant380,['Ant117']
Ant329,['Ant501']
Ant604,['Ant329']
Ant126,['Ant329']
Ant475,['Ant117']
Ant48,['Ant117']
Ant38,['Ant124']
Ant242,['Ant329']
Ant65,['Ant117']
Ant178,['Ant124']
Ant1,['Ant117']
Ant112,['Ant117']
Ant7,['Ant117']
Ant149,['Ant117']
Ant27,['Ant117']
Ant4,['Ant117']
Ant509,['Ant117']
Ant176,['Ant117']
Ant576,['Ant112']
Ant0,['Ant117']
Ant229,['Ant112']
Ant68,['Ant117']
Ant207,['Ant117']
Ant23,['Ant329']
Ant342,['Ant117']
Ant218,['Ant117']
Ant238,['Ant117']
Ant534,['Ant117']
Ant538,['Ant117']
Ant251,['Ant117']
Ant172,['Ant117']
Ant264,['Ant329']
Ant219,['Ant329']
Ant954,['Ant117']
Ant2,['Ant117']
Ant6,['Ant117']
Ant97,['Ant112']
Ant102,['Ant117']
Ant458,['Ant117']
Ant308,['Ant117']
Ant347,['Ant329']
Ant12,['Ant117']
Ant610,['Ant329']
Ant334,['Ant112']
Ant663,['Ant117']
Ant196,['Ant117']
Ant740,['Ant117']
Ant190,['Ant112']
Ant194,['Ant117']
Ant43,['Ant117']
Ant76,['Ant117']
Ant492,['Ant663']
Ant158,['Ant194']
Ant210,['Ant112']
Ant175,['Ant117']
Ant59,['Ant117']
Ant115,['Ant117']
Ant245,['Ant194']
Ant299,['Ant117']
Ant71,['Ant194']
Ant324,['Ant194']
Ant72,['Ant117']
Ant198,['Ant117']
Ant638,['Ant117']
Ant54,['Ant117']
Ant673,['Ant117']
Ant50,['Ant117']
Ant220,['Ant117']
Ant395,['Ant117']
Ant650,['Ant117']
Ant560,['Ant117']
Ant70,['Ant117']
Ant607,['Ant198']
Ant243,['Ant117']
Ant221,['Ant663']
Ant127,['Ant117']
Ant296,['Ant117']
Ant186,['Ant117']
Ant131,['Ant117']
Ant592,['Ant117']
Ant96,['Ant112']
Ant57,['Ant117']
Ant564,['Ant492']
Ant206,['Ant117']
Ant278,['Ant117']
Ant289,['Ant112']
Ant331,['Ant117']
Ant74,['Ant190']
Ant397,['Ant117']
Ant301,['Ant117']
Ant26,['Ant117']
Ant298,['Ant194']
Ant394,['Ant117']
Ant81,['Ant221']
Ant109,['Ant117']
Ant20,['Ant194']
Ant476,['Ant117']
Ant391,['Ant117']
Ant60,['Ant117']
Ant215,['Ant117']
Ant621,['Ant229']
Ant580,['Ant492']
Ant15,['Ant117']
Ant9,['Ant117']
Ant191,['Ant621']
Ant255,['Ant621']
Ant260,['Ant621']
Ant62,['Ant194']
Ant599,['Ant117']
Ant35,['Ant621']
Ant252,['Ant621']
Ant227,['Ant621']
Ant30,['Ant621']
Ant44,['Ant621']
Ant398,['Ant621']
Ant614,['Ant621']
Ant556,['Ant227']
Ant159,['Ant227']
Ant32,['Ant621']
Ant482,['Ant621']
Ant118,['Ant621']
Ant169,['Ant621']
Ant137,['Ant621']
Ant540,['Ant118']
Ant111,['Ant621']
Ant53,['Ant621']
Ant518,['Ant621']
Ant256,['Ant621']
Ant390,['Ant621']
Ant244,['Ant621']
