infectee,infectors
081819034,['SEED']
092554615,['081819034']
081790768,['092554615']
081323093,"['092305009', '081322847']"
092350008,"['092305009', '081323093']"
081320861,"['092305009', '092350008', '081323093', '081322847']"
081320014,"['081323093', '081322847']"
092773374,"['081819034', '081320014', '092554615']"
092524294,['092773374']
095582572,"['092773374', '081320014', '092524294']"
092591000,"['095582572', '092773374', '081320014']"
092639281,['092591000']
096359770,"['092773374', '092305009']"
092105294,"['096359770', '092305009']"
092567775,"['096359770', '092773374']"
095581275,"['096359770', '092305009', '092105294']"
092293382,"['092567775', '096359770', '092105294', '095581275']"
092785819,"['092591000', '092639281']"
092616866,['092293382']
081320273,"['092293382', '092616866']"
092083585,"['092567775', '092293382', '081325117']"
081326309,['092083585']
092787028,"['092083585', '081325117']"
092562315,"['092787028', '092083585', '081325117']"
081325784,"['092562315', '092083585', '081325117', '092787028']"
081321771,['092562315']
092559549,"['092562315', '092083585', '081325117', '081325784', '092787028']"
081324293,"['092562315', '081321771']"
