infectee,infectors
Ant250,['SEED']
Ant564,['Ant250']
Ant646,"['Ant564', 'Ant250']"
Ant2,"['Ant646', 'Ant564', 'Ant250']"
Ant49,"['Ant564', 'Ant2', 'Ant250']"
Ant252,"['Ant646', 'Ant564', 'Ant250', 'Ant49']"
Ant599,"['Ant646', 'Ant564', 'Ant2', 'Ant252', 'Ant250', 'Ant49']"
Ant298,"['Ant646', 'Ant564', 'Ant2', 'Ant599', 'Ant252', 'Ant250', 'Ant49']"
Ant6,"['Ant646', 'Ant564', 'Ant2', 'Ant599', 'Ant298', 'Ant252', 'Ant250']"
Ant191,['Ant298']
Ant27,"['Ant646', 'Ant564', 'Ant6', 'Ant2', 'Ant599', 'Ant298', 'Ant252', 'Ant250']"
Ant170,"['Ant646', 'Ant564', 'Ant6', 'Ant2', 'Ant599', 'Ant298', 'Ant252', 'Ant27', 'Ant49']"
Ant227,"['Ant646', 'Ant170', 'Ant6', 'Ant2', 'Ant191', 'Ant599', 'Ant298', 'Ant252', 'Ant250', 'Ant49']"
Ant71,"['Ant646', 'Ant170', 'Ant564', 'Ant227', 'Ant6', 'Ant2', 'Ant599', 'Ant298', 'Ant250', 'Ant27', 'Ant49']"
Ant647,"['Ant646', 'Ant564', 'Ant2', 'Ant71', 'Ant599', 'Ant298', 'Ant250', 'Ant227', 'Ant49']"
Ant332,"['Ant647', 'Ant646', 'Ant170', 'Ant227', 'Ant6', 'Ant2', 'Ant71', 'Ant599', 'Ant298', 'Ant250', 'Ant27', 'Ant49']"
Ant73,"['Ant647', 'Ant332', 'Ant564', 'Ant227', 'Ant6', 'Ant2', 'Ant71', 'Ant599', 'Ant298', 'Ant250', 'Ant49']"
Ant17,"['Ant647', 'Ant332', 'Ant646', 'Ant170', 'Ant564', 'Ant227', 'Ant6', 'Ant2', 'Ant71', 'Ant599', 'Ant298', 'Ant252', 'Ant250', 'Ant27']"
Ant25,"['Ant647', 'Ant332', 'Ant646', 'Ant170', 'Ant564', 'Ant227', 'Ant6', 'Ant2', 'Ant73', 'Ant71', 'Ant599', 'Ant298', 'Ant252', 'Ant250', 'Ant49']"
Ant120,"['Ant647', 'Ant332', 'Ant646', 'Ant170', 'Ant564', 'Ant227', 'Ant6', 'Ant2', 'Ant191', 'Ant73', 'Ant71', 'Ant599', 'Ant17', 'Ant298', 'Ant252', 'Ant250', 'Ant25', 'Ant27', 'Ant49']"
Ant242,"['Ant647', 'Ant646', 'Ant170', 'Ant564', 'Ant25', 'Ant6', 'Ant2', 'Ant71', 'Ant599', 'Ant17', 'Ant298', 'Ant252', 'Ant250', 'Ant227', 'Ant27', 'Ant120']"
Ant262,"['Ant647', 'Ant170', 'Ant646', 'Ant564', 'Ant6', 'Ant73', 'Ant71', 'Ant599', 'Ant298', 'Ant252', 'Ant227', 'Ant27', 'Ant120', 'Ant49']"
Ant740,"['Ant242', 'Ant647', 'Ant262', 'Ant332', 'Ant646', 'Ant170', 'Ant564', 'Ant25', 'Ant6', 'Ant2', 'Ant73', 'Ant71', 'Ant599', 'Ant17', 'Ant298', 'Ant120', 'Ant250', 'Ant227', 'Ant27', 'Ant49']"
Ant1,"['Ant242', 'Ant740', 'Ant647', 'Ant262', 'Ant332', 'Ant170', 'Ant564', 'Ant227', 'Ant6', 'Ant25', 'Ant2', 'Ant191', 'Ant73', 'Ant599', 'Ant17', 'Ant298', 'Ant120', 'Ant250', 'Ant27']"
Ant391,"['Ant242', 'Ant740', 'Ant647', 'Ant332', 'Ant646', 'Ant252', 'Ant170', 'Ant564', 'Ant25', 'Ant2', 'Ant71', 'Ant599', 'Ant17', 'Ant298', 'Ant120', 'Ant250', 'Ant227', 'Ant27']"
Ant256,"['Ant242', 'Ant740', 'Ant647', 'Ant332', 'Ant646', 'Ant391', 'Ant170', 'Ant564', 'Ant227', 'Ant6', 'Ant1', 'Ant2', 'Ant191', 'Ant73', 'Ant71', 'Ant599', 'Ant17', 'Ant298', 'Ant252', 'Ant250', 'Ant25', 'Ant27', 'Ant120']"
