infectee,infectors
Ant173,['SEED']
Ant207,['Ant173']
Ant538,"['Ant173', 'Ant207']"
Ant23,['Ant207']
Ant621,"['Ant207', 'Ant538', 'Ant23']"
Ant190,"['Ant173', 'Ant207', 'Ant538']"
Ant153,"['Ant621', 'Ant173', 'Ant207', 'Ant538', 'Ant23']"
Ant394,"['Ant621', 'Ant153', 'Ant173', 'Ant207', 'Ant190', 'Ant538', 'Ant23']"
Ant55,"['Ant621', 'Ant153', 'Ant173', 'Ant207', 'Ant190', 'Ant538', 'Ant23']"
Ant64,"['Ant621', 'Ant153', 'Ant173', 'Ant55', 'Ant190', 'Ant538', 'Ant394', 'Ant23']"
Ant219,"['Ant153', 'Ant173', 'Ant207', 'Ant55', 'Ant538', 'Ant394', 'Ant23']"
Ant127,"['Ant621', 'Ant153', 'Ant219', 'Ant207', 'Ant190', 'Ant538', 'Ant23', 'Ant64']"
Ant255,"['Ant621', 'Ant55', 'Ant538', 'Ant23']"
Ant4,"['Ant621', 'Ant153', 'Ant173', 'Ant219', 'Ant207', 'Ant55', 'Ant190', 'Ant538', 'Ant394', 'Ant127', 'Ant23', 'Ant64']"
Ant242,"['Ant621', 'Ant153', 'Ant173', 'Ant219', 'Ant207', 'Ant4', 'Ant55', 'Ant190', 'Ant538', 'Ant394', 'Ant127', 'Ant23', 'Ant64']"
Ant540,"['Ant621', 'Ant153', 'Ant173', 'Ant219', 'Ant207', 'Ant4', 'Ant242', 'Ant190', 'Ant538', 'Ant394', 'Ant64']"
Ant560,"['Ant621', 'Ant153', 'Ant173', 'Ant219', 'Ant394', 'Ant207', 'Ant4', 'Ant242', 'Ant55', 'Ant538', 'Ant255', 'Ant127', 'Ant23', 'Ant64']"
Ant593,"['Ant621', 'Ant153', 'Ant173', 'Ant219', 'Ant560', 'Ant207', 'Ant4', 'Ant242', 'Ant55', 'Ant190', 'Ant394', 'Ant127', 'Ant23', 'Ant64']"
Ant387,"['Ant621', 'Ant153', 'Ant560', 'Ant207', 'Ant540', 'Ant4', 'Ant242', 'Ant55', 'Ant190', 'Ant593', 'Ant538', 'Ant394', 'Ant127', 'Ant23', 'Ant64']"
Ant564,"['Ant621', 'Ant153', 'Ant173', 'Ant219', 'Ant560', 'Ant207', 'Ant4', 'Ant242', 'Ant55', 'Ant190', 'Ant593', 'Ant387', 'Ant538', 'Ant394', 'Ant127', 'Ant23', 'Ant64']"
Ant390,"['Ant173', 'Ant219', 'Ant207', 'Ant564', 'Ant540', 'Ant394', 'Ant242', 'Ant55', 'Ant190', 'Ant593', 'Ant387', 'Ant538', 'Ant127', 'Ant23', 'Ant64']"
Ant29,"['Ant621', 'Ant153', 'Ant173', 'Ant390', 'Ant219', 'Ant560', 'Ant207', 'Ant564', 'Ant540', 'Ant4', 'Ant242', 'Ant55', 'Ant190', 'Ant593', 'Ant387', 'Ant538', 'Ant394', 'Ant127', 'Ant23', 'Ant64']"
Ant42,"['Ant621', 'Ant153', 'Ant390', 'Ant219', 'Ant560', 'Ant207', 'Ant564', 'Ant540', 'Ant4', 'Ant242', 'Ant55', 'Ant190', 'Ant593', 'Ant255', 'Ant387', 'Ant538', 'Ant394', 'Ant127', 'Ant23', 'Ant64', 'Ant29']"
Ant76,"['Ant621', 'Ant153', 'Ant390', 'Ant560', 'Ant564', 'Ant4', 'Ant242', 'Ant55', 'Ant190', 'Ant593', 'Ant255', 'Ant387', 'Ant538', 'Ant42', 'Ant23', 'Ant64', 'Ant29']"
Ant139,"['Ant153', 'Ant173', 'Ant390', 'Ant219', 'Ant207', 'Ant564', 'Ant540', 'Ant4', 'Ant242', 'Ant190', 'Ant55', 'Ant593', 'Ant387', 'Ant538', 'Ant394', 'Ant42']"
Ant243,"['Ant621', 'Ant153', 'Ant173', 'Ant139', 'Ant560', 'Ant207', 'Ant390', 'Ant564', 'Ant540', 'Ant4', 'Ant242', 'Ant190', 'Ant55', 'Ant593', 'Ant538', 'Ant387', 'Ant394', 'Ant219', 'Ant23', 'Ant29']"
Ant38,"['Ant243', 'Ant621', 'Ant153', 'Ant173', 'Ant390', 'Ant219', 'Ant139', 'Ant560', 'Ant207', 'Ant564', 'Ant540', 'Ant4', 'Ant55', 'Ant190', 'Ant593', 'Ant394', 'Ant76', 'Ant538', 'Ant387', 'Ant255', 'Ant127', 'Ant42', 'Ant23', 'Ant64', 'Ant29']"
