infectee,infectors
Ant232,['SEED']
Ant575,['Ant232']
Ant137,['Ant232']
Ant227,['Ant232']
Ant98,['Ant227']
Ant564,['Ant227']
Ant99,['Ant227']
Ant35,['Ant227']
Ant52,['Ant137']
Ant650,['Ant227']
Ant298,['Ant227']
Ant476,['Ant650']
Ant324,['Ant227']
Ant174,['Ant227']
Ant7,['Ant227']
Ant237,['Ant227']
Ant65,['Ant227']
Ant256,['Ant227']
Ant215,['Ant227']
Ant147,['Ant324']
Ant400,['Ant227']
Ant398,['Ant227']
Ant268,['Ant227']
Ant592,['Ant650']
Ant32,['Ant227']
Ant257,['Ant227']
Ant552,['Ant227']
Ant6,['Ant227']
Ant305,['Ant227']
Ant599,['Ant227']
Ant12,['Ant268']
Ant217,['Ant227']
Ant632,['Ant217']
Ant209,['Ant227']
Ant140,['Ant227']
Ant673,['Ant324']
Ant102,['Ant324']
Ant96,['Ant227']
Ant62,['Ant217']
Ant20,['Ant227']
Ant593,['Ant227']
Ant638,['Ant217']
Ant114,['Ant227']
Ant206,['Ant227']
Ant502,['Ant227']
Ant15,['Ant227']
Ant294,['Ant227']
Ant2,['Ant227']
Ant518,['Ant227']
Ant112,['Ant227']
Ant296,['Ant227']
Ant219,['Ant112']
Ant289,['Ant114']
Ant44,['Ant227']
Ant621,['Ant256']
Ant262,['Ant621']
Ant63,['Ant621']
Ant50,['Ant621']
Ant202,['Ant114']
Ant169,['Ant621']
Ant265,['Ant621']
Ant72,['Ant621']
Ant144,['Ant227']
Ant395,['Ant621']
Ant210,['Ant621']
Ant172,['Ant217']
Ant244,['Ant621']
Ant556,['Ant621']
Ant176,['Ant112']
Ant60,['Ant621']
Ant30,['Ant621']
Ant560,['Ant227']
Ant105,['Ant227']
Ant356,['Ant621']
Ant161,['Ant621']
Ant607,['Ant621']
Ant126,['Ant621']
Ant19,['Ant621']
Ant332,['Ant227']
Ant195,['Ant621']
Ant492,['Ant621']
Ant55,['Ant227']
Ant148,['Ant621']
Ant437,['Ant356']
Ant604,['Ant621']
Ant178,['Ant268']
Ant665,['Ant621']
Ant342,['Ant621']
Ant243,['Ant112']
