infectee,infectors
073042617,['SEED']
073087845,['073042617']
073053357,"['073042617', '073087845']"
073005590,['073053357']
072808594,['073053357']
072893366,"['072808594', '073042617', '073053357', '073087845']"
072792556,['072893366']
072772518,['072893366']
073080884,['072772518']
072832100,"['073080884', '072772518']"
072801068,"['073080884', '072832100', '072772518']"
073025309,['072776818']
072797843,['072801068']
072841373,"['073025309', '072776818']"
072836035,"['072797843', '072841373', '072776818', '073025309']"
063537040,"['072797843', '072801068', '072836035']"
072804561,"['072797843', '063537040', '072836035']"
072860513,"['072797843', '063537040', '072804561']"
067059850,['072836035']
072781827,['073042617']
072806315,"['073042617', '072781827']"
073045077,['067059850']
072860777,"['072806315', '073042617', '072781827']"
072857277,['073045077']
