infectee,infectors
E33,['SEED']
J7M,['E33']
E32,['J7M']
D9M,"['E32', 'E33']"
J15M,"['E32', 'E33']"
C16,"['D9M', 'J15M', 'J7M']"
308M,['E32']
E23,"['D9M', 'J15M', 'J7M']"
G4M,"['C16', 'E32']"
E48,"['J15M', 'J7M', 'G4M', '308M']"
J34,"['D9M', 'J15M', 'J7M', 'G4M']"
E46,"['J15M', 'J7M', 'G4M', '308M']"
C7M,"['C16', 'E32', 'E33', 'E46', 'E48']"
B26M,"['C16', 'E23', 'E32', 'E33', 'E46', 'E48', 'J34']"
B35,"['D9M', 'J15M', 'B26M', 'J7M', 'G4M', '308M']"
E25,"['J15M', 'B26M', 'C7M', 'J7M', 'G4M', '308M']"
B67,"['J15M', 'B26M', 'C7M', 'J7M', '308M']"
B3M,"['B35', 'B67', 'C16', 'E23', 'E25', 'E32', 'E33', 'E46', 'E48', 'J34']"
66F,"['D9M', 'J15M', 'B26M', 'C7M', 'J7M', 'G4M']"
J6M,"['B35', 'B67', 'C16', 'E23', 'E25', 'E32', 'E33', 'E46', 'E48', 'J34']"
E39,"['J15M', 'B26M', 'C7M', 'J7M', 'G4M', 'J6M', '308M', 'B3M']"
37M,"['66F', 'B67', 'C16']"
