infectee,infectors
Ant26,['SEED']
Ant1,['Ant26']
Ant245,['Ant26']
Ant647,['Ant245']
Ant23,['Ant647']
Ant32,['Ant23']
Ant62,['Ant23']
Ant158,['Ant23']
Ant740,['Ant23']
Ant475,['Ant23']
Ant186,['Ant26']
Ant638,['Ant23']
Ant305,['Ant647']
Ant534,['Ant23']
Ant356,['Ant740']
Ant221,['Ant356']
Ant192,['Ant356']
Ant954,['Ant356']
Ant115,['Ant356']
Ant5,['Ant221']
Ant126,['Ant221']
Ant387,['Ant954']
Ant320,['Ant387']
Ant170,['Ant356']
Ant650,['Ant387']
Ant311,['Ant387']
Ant646,['Ant356']
Ant599,['Ant387']
Ant353,['Ant387']
Ant242,['Ant387']
Ant44,['Ant387']
Ant176,['Ant387']
Ant255,['Ant387']
Ant202,['Ant353']
Ant264,['Ant356']
Ant256,['Ant387']
Ant540,['Ant387']
Ant614,['Ant387']
Ant296,['Ant387']
Ant299,['Ant356']
Ant610,['Ant387']
Ant397,['Ant356']
Ant19,['Ant387']
Ant298,['Ant387']
Ant153,['Ant356']
Ant332,['Ant387']
Ant263,['Ant356']
Ant502,['Ant387']
Ant433,['Ant356']
Ant65,['Ant387']
Ant149,['Ant387']
Ant117,['Ant387']
Ant120,['Ant387']
Ant0,['Ant387']
Ant191,['Ant387']
Ant262,['Ant387']
Ant564,['Ant356']
Ant71,['Ant356']
Ant289,['Ant387']
Ant482,['Ant387']
Ant59,['Ant356']
Ant24,['Ant387']
Ant73,['Ant356']
Ant334,['Ant387']
Ant507,['Ant387']
Ant220,['Ant387']
Ant252,['Ant356']
Ant4,['Ant387']
Ant172,['Ant356']
Ant838,['Ant387']
Ant14,['Ant387']
Ant217,['Ant387']
Ant592,['Ant387']
Ant530,['Ant387']
Ant140,['Ant387']
Ant51,['Ant387']
Ant6,['Ant387']
Ant607,['Ant356']
Ant227,['Ant387']
Ant250,['Ant356']
Ant929,['Ant387']
Ant27,['Ant353']
Ant114,['Ant387']
Ant2,['Ant387']
Ant593,['Ant387']
Ant148,['Ant387']
Ant25,['Ant387']
Ant261,['Ant387']
Ant501,['Ant387']
Ant210,['Ant387']
Ant518,['Ant387']
Ant237,['Ant356']
Ant391,['Ant356']
Ant97,['Ant387']
Ant251,['Ant356']
Ant476,['Ant356']
Ant326,['Ant356']
Ant96,['Ant387']
Ant49,['Ant387']
Ant17,['Ant356']
Ant173,['Ant387']
Ant632,['Ant356']
