infectee,infectors
23815,['SEED']
23778,['23815']
23770,"['23778', '23815', 'B/M-G']"
7668,"['23778', '23770', '7678', '23815']"
23773,"['23778', '23770', '23815', 'B/M-G', '7668', '7678']"
7637,"['23770', '23773', '7678', 'B/M-G', '23815', '7668']"
7660,"['23778', '23770', '23815']"
B/M-W,"['23778', '23815', '7668', '7660']"
7609,"['23778', '23815', '7660']"
7615,"['23778', '23770', '23773', '23815', '7637', '7668', '7660', 'B/M-W']"
23758,"['23770', '23773', '7637', 'B/M-G']"
23854,"['23778', '23770', '23773', '23815', '7615', '7660', 'B/M-W']"
23853,"['23778', '7609', '7660']"
7680,"['23778', '23770', '23854', '23853', '7615', '7660', '7609']"
7667,"['23770', '23758', '23773', '7678', 'B/M-G', '7615', '23815', '7637', '7668']"
7684,"['23770', '23773', '7678', '7668', '7667']"
23862,"['23778', '23770', '23773', '7678', 'B/M-G', '23854', '7615', '23815', '7637', '7668', '7660', '7667', '7684']"
7612,"['23778', '23854', '23853', '7615', '7609', '7680', '7660']"
7671,"['23770', '23862']"
7635,"['23778', 'B/M-G', '23854', '23853', '23815', '7612', '7609', '7680', '23862', '7660']"
7659,"['7684', '7612', '23853', '7609', '7635']"
23774,"['23778', '23770', '23758', '23773', '23854', '23815', '7615', '7637', '23862', 'B/M-G', '7668', '7684', '7678', '7667', '7671']"
7636,"['23778', '23770', '23854', '23815', '7615', '23758', '23773', '23774', '7637', '23862', 'B/M-G', '7668', '7684', '7678', '7667']"
7658,"['23778', '7609', '23853', '7612', '7635', '7680', '7660']"
7673,"['23778', '23770', '7636', '23773', '23774', '23854', '7684', '23815', '7637', '23862', '7668', '7615', '7660', '7680', '7667', '7671']"
