infectee,infectors
Ant610,['SEED']
Ant40,['Ant610']
Ant57,['Ant40']
Ant50,['Ant57']
Ant604,['Ant50']
Ant113,['Ant50']
Ant238,['Ant50']
Ant62,['Ant50']
Ant80,['Ant50']
Ant549,['Ant50']
Ant929,['Ant50']
Ant256,['Ant929']
Ant244,['Ant929']
Ant250,['Ant256']
Ant135,['Ant250']
Ant305,['Ant929']
Ant55,['Ant256']
Ant356,['Ant929']
Ant149,['Ant356']
Ant219,['Ant149']
Ant308,['Ant149']
Ant4,['Ant356']
Ant195,['Ant356']
Ant492,['Ant356']
Ant25,['Ant356']
Ant42,['Ant356']
Ant100,['Ant356']
Ant390,['Ant356']
Ant334,['Ant356']
Ant65,['Ant356']
Ant592,['Ant356']
Ant614,['Ant356']
Ant318,['Ant356']
Ant242,['Ant356']
Ant2,['Ant356']
Ant838,['Ant356']
Ant96,['Ant356']
Ant575,['Ant356']
Ant126,['Ant356']
Ant102,['Ant356']
Ant82,['Ant149']
Ant540,['Ant356']
Ant621,['Ant356']
Ant114,['Ant621']
Ant117,['Ant621']
Ant20,['Ant621']
Ant38,['Ant621']
Ant347,['Ant356']
Ant105,['Ant621']
Ant232,['Ant356']
Ant527,['Ant621']
Ant196,['Ant621']
Ant632,['Ant621']
Ant12,['Ant621']
Ant144,['Ant356']
Ant44,['Ant621']
Ant85,['Ant621']
Ant376,['Ant621']
Ant81,['Ant621']
Ant169,['Ant621']
Ant268,['Ant621']
Ant265,['Ant621']
Ant278,['Ant621']
Ant218,['Ant621']
Ant32,['Ant356']
Ant221,['Ant621']
Ant255,['Ant621']
Ant353,['Ant621']
Ant198,['Ant621']
Ant147,['Ant621']
Ant158,['Ant621']
Ant153,['Ant621']
Ant580,['Ant621']
Ant263,['Ant356']
Ant226,['Ant621']
Ant156,['Ant221']
Ant13,['Ant356']
Ant212,['Ant621']
Ant638,['Ant621']
Ant59,['Ant356']
Ant174,['Ant356']
Ant217,['Ant621']
Ant71,['Ant356']
Ant229,['Ant621']
Ant650,['Ant621']
Ant673,['Ant621']
Ant398,['Ant621']
Ant99,['Ant621']
Ant593,['Ant621']
Ant97,['Ant621']
Ant475,['Ant621']
Ant66,['Ant356']
Ant186,['Ant621']
Ant111,['Ant621']
Ant620,['Ant621']
Ant176,['Ant621']
Ant68,['Ant356']
Ant665,['Ant621']
Ant301,['Ant665']
Ant552,['Ant621']
Ant70,['Ant621']
Ant220,['Ant665']
Ant202,['Ant621']
Ant260,['Ant621']
Ant600,['Ant621']
Ant320,['Ant621']
Ant26,['Ant621']
Ant142,['Ant621']
Ant245,['Ant621']
Ant159,['Ant621']
Ant30,['Ant621']
Ant501,['Ant650']
Ant178,['Ant356']
Ant663,['Ant621']
Ant139,['Ant621']
Ant74,['Ant621']
Ant28,['Ant621']
Ant170,['Ant621']
Ant191,['Ant621']
Ant391,['Ant621']
Ant394,['Ant665']
Ant209,['Ant621']
Ant395,['Ant621']
Ant646,['Ant621']
Ant556,['Ant621']
Ant257,['Ant621']
Ant5,['Ant665']
Ant173,['Ant621']
Ant433,['Ant620']
Ant137,['Ant621']
Ant607,['Ant621']
Ant294,['Ant621']
Ant6,['Ant621']
Ant261,['Ant621']
Ant1,['Ant620']
Ant299,['Ant621']
Ant342,['Ant621']
Ant437,['Ant621']
Ant332,['Ant621']
Ant43,['Ant620']
Ant29,['Ant665']
Ant52,['Ant620']
Ant243,['Ant620']
Ant207,['Ant621']
Ant387,['Ant621']
Ant73,['Ant621']
Ant148,['Ant620']
Ant91,['Ant665']
Ant112,['Ant665']
Ant27,['Ant620']
Ant635,['Ant665']
Ant24,['Ant621']
