infectee,infectors
Ant30,['SEED']
Ant112,['Ant30']
Ant76,['Ant112']
Ant85,['Ant112']
Ant311,['Ant112']
Ant169,['Ant112']
Ant81,['Ant112']
Ant458,['Ant112']
Ant68,['Ant112']
Ant632,['Ant112']
Ant23,['Ant112']
Ant175,['Ant112']
Ant397,['Ant112']
Ant296,['Ant112']
Ant462,['Ant112']
Ant161,['Ant112']
Ant19,['Ant112']
Ant599,['Ant112']
Ant32,['Ant112']
Ant191,['Ant112']
Ant97,['Ant112']
Ant54,['Ant112']
Ant44,['Ant112']
Ant115,['Ant112']
Ant398,['Ant112']
Ant390,['Ant112']
Ant186,['Ant23']
Ant43,['Ant112']
Ant356,['Ant112']
Ant394,['Ant356']
Ant250,['Ant112']
Ant278,['Ant112']
Ant556,['Ant356']
Ant209,['Ant356']
Ant173,['Ant356']
Ant170,['Ant23']
Ant70,['Ant112']
Ant530,['Ant356']
Ant74,['Ant356']
Ant244,['Ant112']
Ant212,['Ant356']
Ant7,['Ant356']
Ant71,['Ant356']
Ant476,['Ant356']
Ant576,['Ant112']
Ant560,['Ant356']
Ant210,['Ant356']
Ant238,['Ant356']
Ant190,['Ant356']
Ant159,['Ant356']
Ant380,['Ant356']
Ant242,['Ant356']
Ant142,['Ant356']
Ant227,['Ant356']
Ant96,['Ant356']
Ant207,['Ant227']
Ant26,['Ant356']
Ant243,['Ant356']
Ant149,['Ant356']
Ant158,['Ant356']
Ant255,['Ant356']
Ant6,['Ant356']
Ant607,['Ant227']
Ant492,['Ant356']
Ant252,['Ant356']
Ant437,['Ant356']
Ant740,['Ant356']
Ant217,['Ant227']
Ant50,['Ant227']
Ant665,['Ant356']
Ant301,['Ant356']
Ant299,['Ant227']
Ant35,['Ant356']
Ant102,['Ant356']
Ant215,['Ant356']
Ant308,['Ant356']
Ant156,['Ant252']
Ant57,['Ant356']
Ant518,['Ant356']
Ant509,['Ant227']
Ant2,['Ant356']
Ant131,['Ant356']
Ant256,['Ant356']
Ant650,['Ant356']
Ant118,['Ant356']
Ant604,['Ant356']
Ant289,['Ant356']
Ant219,['Ant356']
Ant65,['Ant356']
Ant610,['Ant356']
Ant673,['Ant356']
Ant194,['Ant356']
Ant329,['Ant227']
Ant342,['Ant356']
Ant391,['Ant356']
Ant638,['Ant356']
Ant313,['Ant356']
Ant621,['Ant665']
Ant260,['Ant621']
Ant221,['Ant621']
Ant66,['Ant255']
Ant564,['Ant227']
Ant48,['Ant621']
Ant53,['Ant621']
Ant62,['Ant356']
Ant954,['Ant621']
Ant501,['Ant621']
Ant117,['Ant621']
Ant198,['Ant621']
Ant137,['Ant621']
Ant176,['Ant621']
Ant51,['Ant621']
Ant196,['Ant621']
Ant28,['Ant356']
Ant264,['Ant356']
Ant111,['Ant621']
Ant109,['Ant621']
Ant0,['Ant356']
Ant1,['Ant621']
Ant540,['Ant356']
Ant59,['Ant621']
Ant38,['Ant621']
Ant534,['Ant621']
Ant178,['Ant621']
Ant614,['Ant621']
Ant12,['Ant621']
Ant15,['Ant621']
Ant9,['Ant621']
Ant27,['Ant356']
Ant52,['Ant621']
Ant218,['Ant621']
Ant592,['Ant621']
Ant72,['Ant356']
Ant538,['Ant118']
Ant126,['Ant621']
Ant263,['Ant621']
Ant105,['Ant621']
Ant482,['Ant621']
Ant220,['Ant621']
Ant298,['Ant621']
Ant663,['Ant621']
Ant580,['Ant621']
Ant251,['Ant621']
Ant475,['Ant621']
Ant206,['Ant621']
Ant245,['Ant227']
Ant347,['Ant621']
Ant229,['Ant621']
Ant334,['Ant621']
Ant324,['Ant621']
Ant60,['Ant621']
Ant20,['Ant621']
Ant395,['Ant621']
Ant331,['Ant621']
Ant124,['Ant621']
Ant17,['Ant621']
Ant13,['Ant621']
Ant172,['Ant621']
Ant127,['Ant356']
Ant4,['Ant621']
