infectee,infectors
Ant209,['SEED']
Ant334,['Ant607']
Ant673,"['Ant209', 'Ant334']"
Ant126,"['Ant607', 'Ant673', 'Ant334']"
Ant62,"['Ant607', 'Ant673', 'Ant334']"
Ant81,"['Ant607', 'Ant209', 'Ant334', 'Ant673', 'Ant62']"
Ant391,"['Ant209', 'Ant126', 'Ant81', 'Ant673', 'Ant62', 'Ant334']"
Ant305,"['Ant607', 'Ant209', 'Ant126', 'Ant81', 'Ant391', 'Ant673', 'Ant62', 'Ant334']"
Ant32,"['Ant126', 'Ant81', 'Ant391', 'Ant305', 'Ant62', 'Ant334']"
Ant320,"['Ant607', 'Ant126', 'Ant81', 'Ant32', 'Ant391', 'Ant673']"
Ant148,"['Ant607', 'Ant126', 'Ant673', 'Ant62', 'Ant334']"
Ant100,"['Ant607', 'Ant209', 'Ant126', 'Ant32', 'Ant391', 'Ant305', 'Ant148', 'Ant673', 'Ant320', 'Ant62', 'Ant334']"
Ant332,"['Ant607', 'Ant209', 'Ant81', 'Ant32', 'Ant391', 'Ant305', 'Ant148', 'Ant673', 'Ant320', 'Ant100', 'Ant334']"
Ant40,"['Ant607', 'Ant209', 'Ant126', 'Ant332', 'Ant32', 'Ant391', 'Ant305', 'Ant148', 'Ant673', 'Ant320', 'Ant100', 'Ant62', 'Ant334']"
Ant97,"['Ant607', 'Ant126', 'Ant332', 'Ant32', 'Ant391', 'Ant305', 'Ant148', 'Ant673', 'Ant100', 'Ant62', 'Ant334']"
Ant580,"['Ant320', 'Ant607', 'Ant126', 'Ant81', 'Ant32', 'Ant391', 'Ant97', 'Ant305', 'Ant148', 'Ant673', 'Ant100', 'Ant40', 'Ant62', 'Ant334']"
Ant663,"['Ant580', 'Ant209', 'Ant332', 'Ant126', 'Ant81', 'Ant32', 'Ant391', 'Ant97', 'Ant305', 'Ant148', 'Ant673', 'Ant320', 'Ant100', 'Ant40', 'Ant334']"
Ant263,"['Ant580', 'Ant663', 'Ant332', 'Ant126', 'Ant32', 'Ant391', 'Ant320', 'Ant305', 'Ant148', 'Ant100']"
Ant387,"['Ant580', 'Ant663', 'Ant607', 'Ant263', 'Ant126', 'Ant332', 'Ant391', 'Ant305', 'Ant148', 'Ant673', 'Ant100', 'Ant320', 'Ant40', 'Ant62', 'Ant334']"
Ant632,"['Ant607', 'Ant263', 'Ant126', 'Ant332', 'Ant100', 'Ant32', 'Ant673', 'Ant387', 'Ant40']"
Ant59,"['Ant580', 'Ant663', 'Ant607', 'Ant209', 'Ant263', 'Ant126', 'Ant81', 'Ant632', 'Ant391', 'Ant32', 'Ant320', 'Ant305', 'Ant673', 'Ant387', 'Ant100', 'Ant40', 'Ant62', 'Ant334']"
