infectee,infectors
Ant475,['SEED']
Ant49,['Ant475']
Ant564,"['Ant475', 'Ant49']"
Ant237,"['Ant475', 'Ant49']"
Ant607,"['Ant564', 'Ant475', 'Ant237', 'Ant49']"
Ant170,"['Ant607', 'Ant564', 'Ant475', 'Ant237', 'Ant49']"
Ant638,"['Ant607', 'Ant170', 'Ant237', 'Ant49']"
Ant332,"['Ant607', 'Ant170', 'Ant638', 'Ant475', 'Ant237', 'Ant49']"
Ant262,"['Ant607', 'Ant332', 'Ant170', 'Ant564', 'Ant638', 'Ant475', 'Ant237', 'Ant49']"
Ant646,"['Ant607', 'Ant262', 'Ant638', 'Ant170', 'Ant564', 'Ant475', 'Ant49']"
Ant391,"['Ant607', 'Ant262', 'Ant638', 'Ant170', 'Ant646', 'Ant564', 'Ant475', 'Ant237', 'Ant49']"
Ant502,"['Ant262', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant475', 'Ant237']"
Ant24,"['Ant262', 'Ant332', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant502', 'Ant475', 'Ant49']"
Ant647,"['Ant607', 'Ant262', 'Ant332', 'Ant170', 'Ant638', 'Ant237', 'Ant49']"
Ant73,"['Ant607', 'Ant647', 'Ant262', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant502', 'Ant475', 'Ant237', 'Ant24', 'Ant49']"
Ant153,"['Ant607', 'Ant647', 'Ant262', 'Ant332', 'Ant638', 'Ant646', 'Ant391', 'Ant170', 'Ant564', 'Ant73', 'Ant502', 'Ant475', 'Ant237', 'Ant24', 'Ant49']"
Ant97,"['Ant607', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant73', 'Ant475', 'Ant237', 'Ant49']"
Ant599,"['Ant607', 'Ant647', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant73', 'Ant97', 'Ant475', 'Ant237', 'Ant24', 'Ant49']"
Ant2,"['Ant607', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant564', 'Ant73', 'Ant599', 'Ant502', 'Ant97', 'Ant475', 'Ant237', 'Ant49']"
Ant954,"['Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant646', 'Ant391', 'Ant170', 'Ant564', 'Ant2', 'Ant73', 'Ant599', 'Ant502', 'Ant97', 'Ant475', 'Ant237', 'Ant24', 'Ant49']"
Ant27,"['Ant607', 'Ant954', 'Ant153', 'Ant332', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant73', 'Ant599', 'Ant502', 'Ant475', 'Ant24', 'Ant49']"
Ant59,"['Ant607', 'Ant954', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant564', 'Ant73', 'Ant599', 'Ant502', 'Ant97', 'Ant475', 'Ant237', 'Ant24', 'Ant27', 'Ant49']"
Ant650,"['Ant607', 'Ant954', 'Ant647', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant564', 'Ant2', 'Ant59', 'Ant73', 'Ant599', 'Ant97', 'Ant475', 'Ant237', 'Ant27', 'Ant49']"
Ant242,"['Ant954', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant647', 'Ant2', 'Ant59', 'Ant73', 'Ant599', 'Ant502', 'Ant97', 'Ant475', 'Ant24', 'Ant27', 'Ant49']"
Ant476,"['Ant607', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant391', 'Ant2', 'Ant73', 'Ant97', 'Ant650', 'Ant475', 'Ant237', 'Ant24', 'Ant27', 'Ant49']"
Ant252,"['Ant242', 'Ant607', 'Ant954', 'Ant262', 'Ant153', 'Ant332', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant2', 'Ant59', 'Ant73', 'Ant475', 'Ant24', 'Ant27', 'Ant49']"
Ant299,"['Ant242', 'Ant607', 'Ant954', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant646', 'Ant391', 'Ant170', 'Ant564', 'Ant2', 'Ant59', 'Ant73', 'Ant599', 'Ant502', 'Ant97', 'Ant650', 'Ant476', 'Ant475', 'Ant237', 'Ant252', 'Ant24', 'Ant27', 'Ant49']"
Ant71,"['Ant242', 'Ant607', 'Ant299', 'Ant954', 'Ant153', 'Ant332', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant59', 'Ant73', 'Ant97', 'Ant650', 'Ant475', 'Ant252', 'Ant24', 'Ant27', 'Ant49']"
Ant592,"['Ant607', 'Ant299', 'Ant954', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant2', 'Ant59', 'Ant73', 'Ant71', 'Ant599', 'Ant502', 'Ant97', 'Ant650', 'Ant475', 'Ant237', 'Ant252', 'Ant27', 'Ant49']"
Ant305,"['Ant242', 'Ant607', 'Ant299', 'Ant954', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant2', 'Ant59', 'Ant73', 'Ant71', 'Ant592', 'Ant599', 'Ant502', 'Ant97', 'Ant650', 'Ant476', 'Ant475', 'Ant237', 'Ant252', 'Ant24', 'Ant27', 'Ant49']"
Ant540,"['Ant607', 'Ant299', 'Ant954', 'Ant647', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant170', 'Ant391', 'Ant646', 'Ant564', 'Ant2', 'Ant59', 'Ant73', 'Ant71', 'Ant592', 'Ant599', 'Ant97', 'Ant305', 'Ant650', 'Ant476', 'Ant475', 'Ant237', 'Ant252', 'Ant24', 'Ant27', 'Ant49']"
Ant311,"['Ant242', 'Ant607', 'Ant299', 'Ant954', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant252', 'Ant646', 'Ant391', 'Ant170', 'Ant564', 'Ant540', 'Ant2', 'Ant59', 'Ant73', 'Ant592', 'Ant599', 'Ant502', 'Ant97', 'Ant305', 'Ant650', 'Ant476', 'Ant475', 'Ant24', 'Ant27', 'Ant49']"
Ant263,"['Ant242', 'Ant607', 'Ant299', 'Ant262', 'Ant153', 'Ant311', 'Ant646', 'Ant391', 'Ant170', 'Ant564', 'Ant540', 'Ant2', 'Ant59', 'Ant73', 'Ant71', 'Ant592', 'Ant599', 'Ant97', 'Ant305', 'Ant650', 'Ant475', 'Ant237', 'Ant252', 'Ant24', 'Ant27', 'Ant49']"
Ant740,"['Ant242', 'Ant607', 'Ant299', 'Ant647', 'Ant954', 'Ant263', 'Ant262', 'Ant153', 'Ant332', 'Ant638', 'Ant311', 'Ant646', 'Ant170', 'Ant564', 'Ant540', 'Ant2', 'Ant59', 'Ant73', 'Ant592', 'Ant599', 'Ant502', 'Ant97', 'Ant305', 'Ant650', 'Ant476', 'Ant475', 'Ant237', 'Ant252', 'Ant24', 'Ant27', 'Ant49']"
