infectee,infectors
0.0625,['SEED']
donna,['0.0625']
0.083333333,['donna']
dolly,['0.083333333']
0.0,['dolly']
littlejudy,['0.0']
girly,['0.0']
maggie,['0.0']
genny,['0.0']
0.6,['genny']
darwin,['0.0']
0.2,['genny']
dora,['0.0']
0.090909091,['girly']
tess,['0.0']
0.111111111,['genny']
0.333333333,['genny']
gonzaga,['0.0']
mike,['0.0']
booboo,['0.0']
brandon,['0.0']
gerard,['0.0']
nina,['0.0']
rita,['0.0']
mary,['0.0']
doug,['0.0']
bj,['0.0']
0.5,['girly']
0.4,['bj']
ilse,['0.0']
0.076923077,['bj']
coco,['0.0']
0.125,['bj']
0.25,['ilse']
0.9,['maggie']
pan,['0.0']
ingrid,['0.0']
daisy,['0.0']
0.285714286,['booboo']
0.222222222,['bj']
violet,['0.25']
tara,['0.0']
josephine,['0.0']
0.166666667,['ingrid']
taylor,['0.0']
littlejane,['0.0']
0.066666667,['ingrid']
debbie,['0.0']
regina,['0.0']
0.666666667,['doug']
innocentia,['0.0']
lionel,['0.0']
0.142857143,['brandon']
moyo,['0.0']
bob,['0.0']
noel,['0.0']
0.428571429,['genny']
renata,['0.0']
1.0,['regina']
brenda,['0.0']
masya,['0.0']
goliath,['0.0']
littlejenkins,['0.0']
diana,['0.0']
pal,['0.0']
0.8,['brandon']
pippa,['0.0']
0.1,['brenda']
0.75,['diana']
trixie,['0.0']
0.071428571,['regina']
rusty,['0.0']
0.1875,['brenda']
