infectee,infectors
Ant289,['SEED']
Ant518,['Ant289']
Ant68,['Ant518']
Ant265,['Ant289']
Ant575,['Ant265']
Ant102,['Ant575']
Ant5,['Ant575']
Ant509,['Ant575']
Ant324,['Ant575']
Ant313,['Ant324']
Ant105,['Ant575']
Ant278,['Ant324']
Ant560,['Ant324']
Ant458,['Ant324']
Ant112,['Ant324']
Ant7,['Ant560']
Ant502,['Ant324']
Ant650,['Ant324']
Ant109,['Ant324']
Ant592,['Ant324']
Ant318,['Ant324']
Ant237,['Ant324']
Ant329,['Ant324']
Ant100,['Ant329']
Ant647,['Ant650']
Ant607,['Ant324']
Ant35,['Ant329']
Ant63,['Ant324']
Ant32,['Ant324']
Ant552,['Ant324']
Ant142,['Ant324']
Ant170,['Ant324']
Ant19,['Ant324']
Ant556,['Ant329']
Ant262,['Ant329']
Ant161,['Ant324']
Ant219,['Ant324']
Ant76,['Ant324']
Ant257,['Ant329']
Ant178,['Ant324']
Ant52,['Ant650']
Ant44,['Ant324']
Ant400,['Ant324']
Ant665,['Ant289']
Ant2,['Ant324']
Ant0,['Ant665']
Ant38,['Ant665']
Ant507,['Ant329']
Ant169,['Ant665']
Ant14,['Ant329']
Ant398,['Ant324']
Ant126,['Ant665']
Ant99,['Ant665']
Ant299,['Ant665']
Ant30,['Ant665']
Ant55,['Ant324']
Ant195,['Ant324']
Ant147,['Ant665']
Ant172,['Ant329']
Ant492,['Ant665']
Ant564,['Ant195']
Ant80,['Ant195']
Ant610,['Ant665']
Ant202,['Ant329']
Ant256,['Ant195']
Ant395,['Ant665']
Ant593,['Ant195']
Ant264,['Ant195']
Ant217,['Ant607']
Ant227,['Ant195']
Ant260,['Ant665']
Ant207,['Ant665']
Ant356,['Ant665']
Ant540,['Ant665']
Ant638,['Ant540']
Ant621,['Ant665']
Ant342,['Ant621']
Ant437,['Ant621']
Ant294,['Ant621']
Ant268,['Ant621']
Ant72,['Ant621']
Ant604,['Ant621']
Ant191,['Ant621']
Ant26,['Ant356']
Ant252,['Ant621']
Ant15,['Ant621']
Ant6,['Ant665']
Ant635,['Ant665']
Ant298,['Ant621']
Ant144,['Ant621']
Ant62,['Ant665']
Ant232,['Ant621']
Ant632,['Ant621']
Ant215,['Ant621']
Ant137,['Ant621']
Ant43,['Ant621']
Ant220,['Ant621']
Ant243,['Ant621']
Ant50,['Ant621']
Ant433,['Ant621']
Ant394,['Ant621']
Ant114,['Ant621']
Ant12,['Ant220']
Ant527,['Ant621']
Ant210,['Ant621']
Ant91,['Ant621']
Ant60,['Ant621']
Ant206,['Ant621']
Ant140,['Ant621']
Ant296,['Ant621']
Ant40,['Ant621']
Ant305,['Ant621']
Ant158,['Ant621']
Ant673,['Ant621']
Ant97,['Ant621']
Ant599,['Ant621']
Ant96,['Ant356']
Ant20,['Ant621']
Ant580,['Ant621']
Ant311,['Ant621']
Ant65,['Ant621']
Ant244,['Ant621']
Ant148,['Ant621']
Ant476,['Ant621']
Ant209,['Ant621']
Ant174,['Ant621']
Ant332,['Ant621']
Ant98,['Ant665']
Ant176,['Ant621']
Ant212,['Ant621']
Ant301,['Ant621']
