infectee,infectors
073087845,['SEED']
079557881,['073062781']
072630863,"['072837348', '073087845']"
073011638,"['072630863', '072837348']"
072808594,"['073011638', '072630863']"
072875539,"['072808594', '072630863']"
079782801,"['072875539', '072808594', '072630863']"
067008379,"['072875539', '072808594']"
073094005,['067008379']
072788035,"['072887272', '073087845']"
073108884,['072887272']
073005783,['072788035']
073060117,['073111827']
073045077,"['073060117', '073111827']"
067064870,['073062781']
079803101,"['073111827', '073045077']"
079558788,['067064870']
072634523,['072887272']
079584535,"['072634523', '072887272']"
072867012,"['072634523', '072887272', '079584535']"
072772518,"['073111827', '079803101', '073045077']"
073078602,['072866016']
072866061,"['079803101', '072866016', '073078602']"
072626077,"['072866061', '067064870']"
072804561,"['072626077', '072866061', '072866016']"
079788875,['072804561']
073005057,"['079788875', '072804561']"
073068539,"['072626077', '072837348']"
079600287,['073068539']
072776818,['073068539']
073042617,['073068539']
