infectee,infectors
D9M,['SEED']
D38,['D9M']
D47,"['D25M', 'D9M']"
3906M,"['D38', 'D47']"
D43,"['3906M', 'D9M']"
D46,"['D25M', '3906M', 'D9M']"
G1M,"['D38', 'D43', 'D46', 'D47']"
D54,"['D25M', '3906M', 'G1M', 'D9M']"
D51,"['D25M', 'D9M']"
D39,"['D25M', 'G1M', 'D9M']"
D10M,"['D39', 'D43', 'D51', 'D54']"
D35,"['D25M', 'G1M']"
35M,"['D43', 'D46', 'D47', 'D51']"
33M,"['D46', 'D54']"
D48,"['D10M', '35M', 'G1M', 'D9M']"
D30,"['D10M', '33M', 'D25M', '3906M', '35M', 'G1M']"
208M,"['D30', 'D35', 'D39', 'D46', 'D51', 'D54']"
D32,"['D10M', '35M', '208M', 'G1M', 'D9M']"
G2M,"['D30', 'D32', 'D35', 'D39', 'D46', 'D51', 'D54']"
D44,"['D10M', 'G2M', '33M', 'D25M', '3906M', '208M', 'G1M', 'D9M']"
