infectee,infectors
S051,['SEED']
S056,['S051']
S003,['S056']
S064,['S003']
S030,['S003']
S066,['S051']
S008,['S003']
S015,['S003']
S111,['S008']
S018,['S003']
S002,['S003']
S016,['S002']
S060,['S008']
S062,['S002']
S037,['S002']
S012,['S002']
S053,['S008']
S026,['S008']
S058,['S008']
S098,['S002']
S067,['S002']
S034,['S002']
S047,['S002']
S027,['S002']
S010,['S008']
S059,['S008']
S106,['S008']
S001,['S002']
S079,['S001']
S057,['S001']
S024,['S001']
S061,['S001']
S009,['S001']
S017,['S001']
S039,['S001']
S036,['S001']
S048,['S001']
S042,['S001']
S025,['S001']
S049,['S001']
S052,['S001']
S013,['S001']
S022,['S001']
S021,['S001']
S065,['S001']
S019,['S001']
S081,['S001']
S041,['S001']
S006,['S001']
S005,['S001']
