infectee,infectors
Ant311,['SEED']
Ant176,['Ant311']
Ant242,"['Ant311', 'Ant176']"
Ant49,"['Ant242', 'Ant311', 'Ant176']"
Ant954,"['Ant242', 'Ant311', 'Ant176', 'Ant49']"
Ant607,['Ant176']
Ant44,"['Ant242', 'Ant954', 'Ant311', 'Ant176', 'Ant49']"
Ant740,"['Ant242', 'Ant607', 'Ant954', 'Ant311', 'Ant176', 'Ant44', 'Ant49']"
Ant117,"['Ant242', 'Ant740', 'Ant954', 'Ant311', 'Ant176', 'Ant44', 'Ant49']"
Ant191,"['Ant607', 'Ant740', 'Ant311', 'Ant176', 'Ant117', 'Ant49']"
Ant332,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant176', 'Ant117', 'Ant191', 'Ant44']"
Ant540,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant176', 'Ant117', 'Ant191', 'Ant44', 'Ant49']"
Ant475,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant191', 'Ant44', 'Ant49']"
Ant51,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant191', 'Ant475', 'Ant44', 'Ant49']"
Ant250,"['Ant242', 'Ant954', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant475', 'Ant44', 'Ant49']"
Ant237,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant475', 'Ant49']"
Ant593,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant475', 'Ant237', 'Ant250', 'Ant44', 'Ant49']"
Ant73,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant593', 'Ant475', 'Ant237', 'Ant250', 'Ant44', 'Ant49']"
Ant334,"['Ant242', 'Ant607', 'Ant954', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant593', 'Ant475', 'Ant237', 'Ant250', 'Ant44', 'Ant49']"
Ant115,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant334', 'Ant311', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant593', 'Ant475', 'Ant237', 'Ant250', 'Ant44', 'Ant49']"
Ant646,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant334', 'Ant311', 'Ant176', 'Ant540', 'Ant115', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant593', 'Ant475', 'Ant250', 'Ant44', 'Ant49']"
Ant298,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant334', 'Ant311', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant593', 'Ant475', 'Ant115', 'Ant237', 'Ant250', 'Ant44', 'Ant49']"
Ant256,"['Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant593', 'Ant298', 'Ant115', 'Ant237', 'Ant44', 'Ant49']"
Ant502,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant334', 'Ant311', 'Ant540', 'Ant117', 'Ant51', 'Ant73', 'Ant475', 'Ant250', 'Ant44', 'Ant49']"
Ant17,"['Ant242', 'Ant740', 'Ant954', 'Ant332', 'Ant311', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant73', 'Ant593', 'Ant115', 'Ant502', 'Ant298', 'Ant475', 'Ant237', 'Ant44', 'Ant49']"
Ant71,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant334', 'Ant311', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant115', 'Ant593', 'Ant17', 'Ant502', 'Ant298', 'Ant475', 'Ant237', 'Ant256', 'Ant44', 'Ant49']"
Ant647,"['Ant607', 'Ant740', 'Ant954', 'Ant332', 'Ant176', 'Ant540', 'Ant115', 'Ant117', 'Ant51', 'Ant191', 'Ant71', 'Ant593', 'Ant17', 'Ant502', 'Ant298', 'Ant475', 'Ant237', 'Ant250', 'Ant256']"
Ant356,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant647', 'Ant332', 'Ant334', 'Ant311', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant71', 'Ant593', 'Ant17', 'Ant502', 'Ant298', 'Ant475', 'Ant115', 'Ant237', 'Ant250', 'Ant256', 'Ant44', 'Ant49']"
Ant2,"['Ant242', 'Ant607', 'Ant740', 'Ant954', 'Ant647', 'Ant332', 'Ant334', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant51', 'Ant191', 'Ant73', 'Ant71', 'Ant593', 'Ant356', 'Ant17', 'Ant298', 'Ant475', 'Ant115', 'Ant237', 'Ant250', 'Ant256', 'Ant49']"
Ant148,"['Ant607', 'Ant647', 'Ant332', 'Ant334', 'Ant176', 'Ant540', 'Ant117', 'Ant2', 'Ant191', 'Ant593', 'Ant356', 'Ant502', 'Ant298', 'Ant237', 'Ant49']"
Ant24,"['Ant242', 'Ant607', 'Ant954', 'Ant332', 'Ant334', 'Ant311', 'Ant646', 'Ant176', 'Ant540', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant71', 'Ant593', 'Ant356', 'Ant17', 'Ant502', 'Ant298', 'Ant148', 'Ant475', 'Ant115', 'Ant237', 'Ant250', 'Ant44', 'Ant49']"
