infectee,infectors
Ant176,['SEED']
Ant215,['Ant176']
Ant55,"['Ant176', 'Ant215']"
Ant298,['Ant209']
Ant400,"['Ant298', 'Ant209']"
Ant217,"['Ant55', 'Ant176', 'Ant215']"
Ant96,"['Ant400', 'Ant209', 'Ant298']"
Ant50,"['Ant209', 'Ant298', 'Ant96', 'Ant400']"
Ant219,"['Ant50', 'Ant96', 'Ant298', 'Ant215', 'Ant209', 'Ant400']"
Ant607,"['Ant55', 'Ant217', 'Ant215', 'Ant176']"
Ant243,"['Ant607', 'Ant176', 'Ant55', 'Ant217', 'Ant215']"
Ant599,"['Ant50', 'Ant400', 'Ant209', 'Ant298', 'Ant96', 'Ant215', 'Ant219']"
Ant673,"['Ant298', 'Ant209', 'Ant599', 'Ant96', 'Ant219', 'Ant400']"
Ant137,"['Ant209', 'Ant50', 'Ant96', 'Ant298', 'Ant673', 'Ant219']"
Ant144,"['Ant50', 'Ant607', 'Ant599', 'Ant217', 'Ant96', 'Ant298', 'Ant673', 'Ant215', 'Ant219']"
Ant12,"['Ant243', 'Ant55', 'Ant144', 'Ant217', 'Ant215', 'Ant607', 'Ant176']"
Ant161,"['Ant137', 'Ant50', 'Ant144', 'Ant599', 'Ant96', 'Ant298', 'Ant215', 'Ant219', 'Ant400', 'Ant209']"
Ant294,"['Ant243', 'Ant55', 'Ant12', 'Ant217', 'Ant215', 'Ant607', 'Ant176']"
Ant621,"['Ant137', 'Ant209', 'Ant50', 'Ant599', 'Ant298', 'Ant217', 'Ant96', 'Ant144', 'Ant673', 'Ant161', 'Ant215', 'Ant219', 'Ant400']"
Ant105,"['Ant621', 'Ant137', 'Ant50', 'Ant144', 'Ant673', 'Ant599', 'Ant298', 'Ant219', 'Ant400', 'Ant161', 'Ant209']"
Ant575,"['Ant144', 'Ant209', 'Ant599', 'Ant298', 'Ant96', 'Ant215', 'Ant219']"
Ant502,"['Ant621', 'Ant137', 'Ant55', 'Ant144', 'Ant575', 'Ant176', 'Ant599', 'Ant298', 'Ant96', 'Ant215', 'Ant219']"
Ant72,"['Ant621', 'Ant243', 'Ant55', 'Ant144', 'Ant502', 'Ant607', 'Ant176', 'Ant209', 'Ant294', 'Ant298', 'Ant217', 'Ant12', 'Ant96', 'Ant215']"
Ant632,"['Ant502', 'Ant72', 'Ant12', 'Ant294', 'Ant215']"
Ant289,"['Ant243', 'Ant55', 'Ant144', 'Ant72', 'Ant12', 'Ant294', 'Ant217', 'Ant215', 'Ant607', 'Ant176', 'Ant632']"
Ant172,"['Ant243', 'Ant55', 'Ant72', 'Ant12', 'Ant294', 'Ant217', 'Ant215', 'Ant607', 'Ant289', 'Ant176']"
Ant638,"['Ant243', 'Ant55', 'Ant72', 'Ant12', 'Ant294', 'Ant217', 'Ant215', 'Ant607', 'Ant289', 'Ant172', 'Ant176']"
Ant202,"['Ant243', 'Ant55', 'Ant144', 'Ant72', 'Ant12', 'Ant294', 'Ant217', 'Ant215', 'Ant607', 'Ant289', 'Ant632', 'Ant172', 'Ant176', 'Ant638']"
Ant112,"['Ant621', 'Ant607', 'Ant289', 'Ant172', 'Ant176', 'Ant202', 'Ant502', 'Ant55', 'Ant72', 'Ant638', 'Ant217', 'Ant12', 'Ant632', 'Ant144', 'Ant294', 'Ant215', 'Ant243']"
Ant178,"['Ant638', 'Ant289']"
Ant398,"['Ant621', 'Ant112', 'Ant243', 'Ant55', 'Ant144', 'Ant502', 'Ant607', 'Ant289', 'Ant172', 'Ant176', 'Ant202', 'Ant72', 'Ant638', 'Ant217', 'Ant12', 'Ant294', 'Ant215']"
Ant604,"['Ant621', 'Ant50', 'Ant55', 'Ant144', 'Ant575', 'Ant502', 'Ant72', 'Ant599', 'Ant96', 'Ant298', 'Ant215', 'Ant219', 'Ant209']"
Ant195,"['Ant621', 'Ant398', 'Ant604', 'Ant137', 'Ant202', 'Ant209', 'Ant599', 'Ant50', 'Ant55', 'Ant72', 'Ant298', 'Ant96', 'Ant144', 'Ant673', 'Ant161', 'Ant105', 'Ant219', 'Ant502', 'Ant400', 'Ant575']"
Ant206,"['Ant621', 'Ant195', 'Ant137', 'Ant243', 'Ant50', 'Ant144', 'Ant673', 'Ant575', 'Ant599', 'Ant96', 'Ant298', 'Ant219', 'Ant400', 'Ant161', 'Ant604', 'Ant209', 'Ant105']"
Ant257,"['Ant621', 'Ant195', 'Ant604', 'Ant137', 'Ant206', 'Ant209', 'Ant50', 'Ant599', 'Ant298', 'Ant144', 'Ant673', 'Ant215', 'Ant400', 'Ant575']"
Ant564,"['Ant621', 'Ant112', 'Ant195', 'Ant257', 'Ant599', 'Ant243', 'Ant604', 'Ant398', 'Ant400', 'Ant638', 'Ant176', 'Ant206', 'Ant50', 'Ant55', 'Ant72', 'Ant298', 'Ant144', 'Ant161', 'Ant215', 'Ant219', 'Ant502', 'Ant575']"
Ant65,"['Ant621', 'Ant112', 'Ant195', 'Ant257', 'Ant564', 'Ant50', 'Ant144', 'Ant502', 'Ant398', 'Ant599', 'Ant298', 'Ant215', 'Ant400', 'Ant604', 'Ant206', 'Ant209']"
