infectee,infectors
Ant76,['SEED']
Ant111,['Ant76']
Ant324,['Ant111']
Ant137,['Ant111']
Ant28,['Ant111']
Ant9,['Ant111']
Ant38,['Ant111']
Ant475,['Ant111']
Ant54,['Ant111']
Ant170,['Ant111']
Ant20,['Ant111']
Ant221,['Ant324']
Ant530,['Ant221']
Ant299,['Ant221']
Ant244,['Ant111']
Ant673,['Ant221']
Ant663,['Ant111']
Ant665,['Ant111']
Ant560,['Ant221']
Ant17,['Ant221']
Ant251,['Ant111']
Ant43,['Ant221']
Ant44,['Ant111']
Ant178,['Ant324']
Ant206,['Ant221']
Ant229,['Ant665']
Ant334,['Ant229']
Ant19,['Ant229']
Ant308,['Ant229']
Ant576,['Ant229']
Ant68,['Ant229']
Ant105,['Ant229']
Ant215,['Ant229']
Ant509,['Ant324']
Ant207,['Ant229']
Ant245,['Ant665']
Ant57,['Ant229']
Ant395,['Ant229']
Ant632,['Ant221']
Ant53,['Ant229']
Ant0,['Ant229']
Ant112,['Ant229']
Ant250,['Ant229']
Ant74,['Ant229']
Ant397,['Ant229']
Ant218,['Ant229']
Ant954,['Ant229']
Ant298,['Ant229']
Ant592,['Ant221']
Ant604,['Ant229']
Ant540,['Ant229']
Ant492,['Ant229']
Ant172,['Ant229']
Ant15,['Ant229']
Ant238,['Ant229']
Ant85,['Ant229']
Ant198,['Ant229']
Ant190,['Ant229']
Ant476,['Ant229']
Ant13,['Ant229']
Ant390,['Ant229']
Ant398,['Ant229']
Ant66,['Ant229']
Ant256,['Ant229']
Ant186,['Ant229']
Ant169,['Ant221']
Ant219,['Ant229']
Ant124,['Ant229']
Ant127,['Ant198']
Ant610,['Ant229']
Ant27,['Ant229']
Ant255,['Ant229']
Ant72,['Ant229']
Ant117,['Ant229']
Ant81,['Ant229']
Ant173,['Ant229']
Ant109,['Ant229']
Ant331,['Ant229']
Ant458,['Ant229']
Ant191,['Ant229']
Ant311,['Ant198']
Ant296,['Ant229']
Ant301,['Ant229']
Ant1,['Ant229']
Ant607,['Ant229']
Ant391,['Ant229']
Ant482,['Ant229']
Ant118,['Ant665']
Ant740,['Ant118']
Ant380,['Ant118']
Ant614,['Ant118']
Ant59,['Ant118']
Ant12,['Ant118']
Ant394,['Ant118']
Ant176,['Ant198']
Ant212,['Ant118']
Ant30,['Ant118']
Ant102,['Ant229']
Ant4,['Ant118']
Ant156,['Ant118']
Ant621,['Ant118']
Ant142,['Ant621']
Ant161,['Ant118']
Ant97,['Ant118']
Ant35,['Ant621']
Ant209,['Ant621']
Ant50,['Ant621']
Ant2,['Ant621']
Ant23,['Ant621']
Ant263,['Ant621']
Ant501,['Ant621']
Ant356,['Ant665']
Ant7,['Ant117']
Ant96,['Ant621']
Ant51,['Ant356']
Ant564,['Ant621']
Ant48,['Ant621']
Ant60,['Ant621']
Ant538,['Ant621']
Ant158,['Ant621']
Ant65,['Ant621']
Ant650,['Ant621']
Ant220,['Ant621']
Ant599,['Ant621']
Ant131,['Ant356']
Ant71,['Ant356']
Ant243,['Ant621']
Ant556,['Ant621']
Ant518,['Ant621']
Ant52,['Ant621']
Ant70,['Ant621']
Ant196,['Ant621']
Ant210,['Ant621']
Ant289,['Ant621']
Ant62,['Ant621']
Ant534,['Ant621']
Ant227,['Ant621']
Ant32,['Ant621']
Ant242,['Ant621']
Ant313,['Ant621']
Ant194,['Ant621']
Ant264,['Ant356']
Ant26,['Ant621']
Ant217,['Ant356']
Ant6,['Ant356']
Ant126,['Ant118']
Ant149,['Ant621']
Ant115,['Ant621']
Ant159,['Ant356']
Ant462,['Ant621']
Ant437,['Ant621']
Ant638,['Ant621']
Ant175,['Ant621']
Ant347,['Ant621']
Ant252,['Ant621']
Ant260,['Ant621']
Ant329,['Ant356']
Ant342,['Ant621']
Ant278,['Ant621']
Ant580,['Ant356']
