infectee,infectors
X49,['SEED']
X64,['X49']
X74,['X64']
X35,['X49']
X1,['X35']
X14,['X1']
X72,['X1']
X6,['X35']
X42,['X1']
X58,['X14']
X48,['X1']
X34,['X1']
X27,['X1']
X60,['X1']
X31,['X14']
X30,['X1']
X57,['X14']
X51,['X27']
X4,['X14']
X25,['X14']
X9,['X1']
X22,['X9']
X37,['X1']
X11,['X1']
X15,['X1']
X53,['X1']
X33,['X9']
X12,['X9']
X68,['X9']
X13,['X1']
X8,['X9']
X77,['X9']
X7,['X9']
X17,['X11']
X46,['X14']
X19,['X1']
X39,['X9']
X2,['X1']
X10,['X9']
X59,['X2']
X69,['X9']
X38,['X1']
X20,['X2']
X65,['X2']
X16,['X2']
X40,['X2']
X3,['X9']
X18,['X2']
X5,['X9']
X28,['X9']
X66,['X2']
X44,['X1']
X23,['X2']
X67,['X2']
X21,['X9']
X78,['X11']
X32,['X9']
X61,['X1']
X55,['X2']
X24,['X2']
X54,['X2']
X41,['X9']
X73,['X13']
X52,['X1']
X76,['X2']
X63,['X9']
X26,['X1']
X43,['X9']
X47,['X9']
X62,['X2']
X29,['X9']
X75,['X2']
X56,['X2']
X45,['X2']
X36,['X9']
X50,['X2']
X71,['X2']
X70,['X9']
