infectee,infectors
047083633,['SEED']
055514338,['047083633']
056280872,['047083633']
055799866,"['056280872', '047083633']"
055522350,['056061350']
055536834,['055554329']
047030601,"['044009639', '056280872', '047048629', '047083633', '055799866']"
046876775,"['056280872', '047030601', '047083633']"
055895532,['056003088']
056513570,['047030601']
047082332,"['056280872', '046876775', '055799866', '047030601', '047083633']"
055802635,"['046876775', '047030601', '047083633']"
055562778,"['046876775', '055514338', '047082332', '047030601', '047083633']"
047083818,"['044009639', '055802635', '047030601']"
047021519,"['055802635', '047083818', '047030601']"
055515378,"['047021519', '047030601']"
056372882,['056061350']
055546381,"['055554329', '055536834']"
053823309,['055515513']
053769315,"['047023582', '053823309', '056513570', '047030601']"
052815610,"['047023582', '053769315', '053823309']"
047017342,['047082332']
047017029,"['047023582', '055802635', '047083818', '053769315', '047030601', '053823309', '047021519', '052815610']"
047070535,"['055562778', '055515378', '055546381']"
053002059,"['055515378', '055515513', '053823309', '047017029', '052815610', '053769315', '047070535']"
053583368,"['055515513', '053002059', '053769315', '053823309', '052815610']"
052894866,"['053002059', '053823309', '053583368', '047017029', '052815610', '053769315']"
052879087,['056013623']
053295566,"['055554329', '055562778', '047082332', '047017342', '047070535']"
055797562,"['055554329', '047082332', '053295566', '047017342']"
055538073,"['055522350', '056061350', '056372882']"
047010771,"['055538073', '055522350', '056061350', '053262316']"
056016338,['056003088']
056275101,"['047010771', '056061350', '056372882', '053262316']"
047017555,"['055554329', '055797562', '047082332', '056003088', '047017342', '053295566']"
055808328,"['055554329', '047010771', '047017555', '055797562', '056275101', '053262316']"
047067854,"['047010771', '056275101']"
055525534,"['047017555', '056003088']"
056293894,"['056003088', '047017555', '055525534', '056016338']"
056003124,"['055538073', '056013623', '052879087']"
055559296,"['047010771', '053262316', '056275101', '055808328']"
056045073,"['047010771', '055559296']"
052541327,"['047010771', '055559296', '055808328', '053262316', '056045073', '056275101']"
055525300,"['047010771', '055559296', '055808328', '053262316', '056275101', '052541327']"
055569832,"['055538073', '056003124']"
055890813,"['055538073', '056003124', '055569832']"
047046342,"['052879087', '055890813']"
047015314,"['055538073', '055890813', '047046342', '056372882']"
055567108,"['055890813', '047046342', '047015314']"
055814593,['053295566']
056000067,"['056061350', '056372882', '047015314', '056275101']"
055801556,"['055554329', '047017555', '055797562', '055808328']"
052772812,"['055538073', '047015314', '056372882', '056000067']"
047082073,"['044009639', '047083818', '047030601', '047065092']"
047087846,"['055554329', '055546381', '055801556', '047070535']"
055524051,['052772812']
056290614,"['055554329', '047087846']"
055540557,"['055524051', '052772812']"
043867886,"['055814593', '055554329', '047017555', '053295566', '055801556', '055808328', '055797562', '055892553']"
056011514,"['056000067', '047015314']"
055515114,"['055524051', '052772812', '055540557', '056061350', '056372882', '056000067', '056011514', '055522350', '047015314', '056275101']"
056371613,"['055554329', '055801556', '043867886']"
052788796,"['055554329', '055801556', '047087846', '056290614']"
056075544,"['055554329', '052788796', '047017555', '055801556', '055808328', '055797562', '047087846', '043867886']"
047084094,"['055801556', '056075544', '055797562', '052788796', '056290614', '043867886', '055554329', '053295566', '047017555', '055808328', '056371613', '047087846']"
056031599,"['047084094', '055554329', '055801556', '056371613', '043867886']"
047044314,"['053262316', '047065092', '044009639', '047082073', '055525300']"
055804021,['053262316']
056280347,"['047084094', '055554329', '055801556', '056371613', '056031599', '043867886']"
046872832,"['047044314', '055525300']"
053619831,"['055814593', '053295566', '043867886']"
056374302,"['047084094', '055554329', '055801556', '056371613', '056280347', '043867886', '056031599']"
056012337,"['047044314', '047065092', '047082073']"
055569586,"['047044314', '056012337', '047065092', '047082073']"
055560378,"['047044314', '044009639', '047065092', '056012337', '055569586']"
055536814,"['047044314', '044009639', '055560378', '047082073']"
046854066,['046872832']
047055595,"['047044314', '047065092', '044009639', '055536814', '055560378']"
047056256,"['047044314', '047055595', '055525300']"
055538856,"['047044314', '047055595', '047056256', '055525300']"
055889126,"['047065092', '047082073']"
043807838,"['047084094', '047087846', '055546381', '043867886', '055554329', '053295566', '047017555', '047070535']"
053262854,"['047017555', '047082332', '055797562', '055804021', '047017342', '053295566']"
056033847,"['047084094', '055554329', '055801556', '056374302', '056031599', '043867886', '056371613', '056280347']"
047047808,"['047044314', '047055595', '047065092', '055538856', '047056256', '055560378']"
047095571,"['053262854', '055804021', '056016338', '056003088']"
055894883,"['047095571', '056280872', '046876775', '055804021']"
055542071,"['043807838', '055797562', '043867886', '055895532', '056003088']"
056272513,"['047095571', '053262854', '053262316', '055804021']"
053839289,"['047095571', '053262854', '055894883', '055804021']"
047070316,"['047095571', '055542071', '053839289', '053619831', '053262854', '053262316', '055804021', '056272513', '055894883']"
056304325,"['043807838', '055542071', '043867886']"
047099563,"['055538073', '047095571', '053839289', '052772812', '053262854', '047015314', '047070316', '055804021', '055894883', '056372882']"
056009119,"['047099563', '055515114']"
056274834,"['047099563', '056009119']"
047070111,"['056000067', '055894883', '047070316']"
053074379,"['047095571', '053839289', '053262854', '047099563', '055804021', '056272513', '047070316', '055894883']"
056294378,"['055542071', '047099563', '055797562', '047070316', '055515114', '056274834', '047070111', '056009119']"
056378060,"['043807838', '055542071', '056304325', '043867886']"
053373795,"['056294378', '047070111']"
